fixture_id,home,away,kickoff_beijing,hours_to_kickoff,early_regime,group,contract,side,model_probability,conservative_probability,ask,bid,spread,fee_per_share,depth_within_1c_usd,market_volume,liquidity_grade,central_net_edge,robust_edge,max_entry_for_5pp,recommended_amount_10k,decision
fifwc-eng-arg-2026-07-15,England,Argentina,2026-07-16T03:00:00+08:00,74.99,True,exact_score,England 3-0 Argentina,YES,0.028834,0.018631,0.023,0.022,0.001,0.001124,112.68,300.96,D,0.00471,-0.020492,0.0,0.0,PASS
fifwc-eng-arg-2026-07-15,England,Argentina,2026-07-16T03:00:00+08:00,74.99,True,exact_score,England 1-3 Argentina,YES,0.029695,0.019004,0.025,0.024,0.001,0.001219,151.85,914.39,D,0.003477,-0.022215,0.0,0.0,PASS
fifwc-eng-arg-2026-07-15,England,Argentina,2026-07-16T03:00:00+08:00,74.99,True,exact_score,England 2-2 Argentina,NO,0.95252,0.943269,0.94,0.93,0.01,0.00282,9043.83,2398.21,A,0.0097,-0.014551,0.8727,0.0,LIMIT_WATCH
fifwc-eng-arg-2026-07-15,England,Argentina,2026-07-16T03:00:00+08:00,74.99,True,exact_score,England 3-1 Argentina,YES,0.03374,0.021985,0.032,0.031,0.001,0.001549,228.11,2908.44,D,0.000191,-0.026564,0.0,0.0,PASS
fifwc-eng-arg-2026-07-15,England,Argentina,2026-07-16T03:00:00+08:00,74.99,True,exact_score,England 2-3 Argentina,NO,0.98148,0.97408,0.981,0.98,0.001,0.000932,14322.72,13845.19,A,-0.000451,-0.022852,0.9047,0.0,PASS
fifwc-eng-arg-2026-07-15,England,Argentina,2026-07-16T03:00:00+08:00,74.99,True,exact_score,England 3-2 Argentina,NO,0.980259,0.972371,0.971,0.969,0.002,0.001408,8940.32,4555.59,A,0.007851,-0.015037,0.9029,0.0,LIMIT_WATCH
fifwc-eng-arg-2026-07-15,England,Argentina,2026-07-16T03:00:00+08:00,74.99,True,exact_score,England 3-3 Argentina,NO,0.9923,0.987947,0.985,0.984,0.001,0.000739,46685.1,11811.38,A,0.006561,-0.012792,0.9192,0.0,LIMIT_WATCH
fifwc-eng-arg-2026-07-15,England,Argentina,2026-07-16T03:00:00+08:00,74.99,True,exact_score,Any Other Score,YES,0.068072,0.042408,0.059,0.058,0.001,0.002776,85.04,1007.71,D,0.006296,-0.034368,0.0,0.0,PASS
fifwc-eng-arg-2026-07-15,England,Argentina,2026-07-16T03:00:00+08:00,74.99,True,first_score,England to score first,YES,0.462234,0.401561,0.46,0.45,0.01,0.01242,142.9,326.06,D,-0.010186,-0.110859,0.301,0.0,PASS
fifwc-eng-arg-2026-07-15,England,Argentina,2026-07-16T03:00:00+08:00,74.99,True,first_score,Argentina to score first,YES,0.4343,0.373523,0.42,0.39,0.03,0.01218,256.88,190.95,D,0.00212,-0.098657,0.2735,0.0,LIMIT_WATCH
fifwc-eng-arg-2026-07-15,England,Argentina,2026-07-16T03:00:00+08:00,74.99,True,first_score,Neither team to score first,NO,0.896534,0.85708,0.89,0.88,0.01,0.004895,219.92,424.62,D,0.001639,-0.077815,0.7579,0.0,LIMIT_WATCH
