minute,p_england_shot,p_argentina_shot,p_england_sot,p_argentina_sot,p_england_goal,p_argentina_goal,p_england_foul,p_argentina_foul,p_england_yellow,p_argentina_yellow,p_england_red,p_argentina_red,p_england_penalty,p_argentina_penalty,p_england_corner,p_argentina_corner,p_var_review,p_any_injury_stoppage,p_any_substitution,expected_england_possession,p_england_leading_after,p_draw_after,p_argentina_leading_after,expected_england_goals_after,expected_argentina_goals_after,modal_score_after,expected_england_passes,p_any_england_passes,expected_england_line_breaks,p_any_england_line_breaks,expected_england_final_third_receptions,p_any_england_final_third_receptions,expected_england_crosses,p_any_england_crosses,expected_england_throw_ins,p_any_england_throw_ins,expected_england_pressures,p_any_england_pressures,expected_england_direct_pressures,p_any_england_direct_pressures,expected_england_forced_turnovers,p_any_england_forced_turnovers,expected_england_regains,p_any_england_regains,expected_england_interceptions,p_any_england_interceptions,expected_england_tackles,p_any_england_tackles,expected_argentina_passes,p_any_argentina_passes,expected_argentina_line_breaks,p_any_argentina_line_breaks,expected_argentina_final_third_receptions,p_any_argentina_final_third_receptions,expected_argentina_crosses,p_any_argentina_crosses,expected_argentina_throw_ins,p_any_argentina_throw_ins,expected_argentina_pressures,p_any_argentina_pressures,expected_argentina_direct_pressures,p_any_argentina_direct_pressures,expected_argentina_forced_turnovers,p_any_argentina_forced_turnovers,expected_argentina_regains,p_any_argentina_regains,expected_argentina_interceptions,p_any_argentina_interceptions,expected_argentina_tackles,p_any_argentina_tackles
24,0.101728,0.123428,0.043728,0.05304,0.009136,0.011536,0.107564,0.13022,0.01174,0.014032,0.000124,8.4e-05,0.002372,0.002696,0.040936,0.053272,0.006008,0.040004,0.039996,0.4928821319606928,0.14408,0.663928,0.191992,0.205136,0.26384,0-0,4.650053642031999,0.9904389109594569,0.9006216932536856,0.5936830233201992,1.3626431874613603,0.7440167298107718,0.21715610627797508,0.19519567550931005,0.15931820951277084,0.14727502940518022,2.2853330768460647,0.8982598308325439,0.41401661657496963,0.33901003221469506,0.34116245911728404,0.28905660041318615,0.3931526307188505,0.3250742746744748,0.07013969272596181,0.0677364196314546,0.2249988613632412,0.2014828720201861,5.944957005016819,0.9973809850495536,0.9958998187017114,0.6306090898930132,1.6050184958553735,0.79911416067956,0.1246039950682343,0.11715355508403758,0.13921815285153027,0.12996179356177784,2.1566525171033,0.8842881832241162,0.3801133136987217,0.3162160772631125,0.3923823843929314,0.32455421535309537,0.3865488394956349,0.320602456869001,0.06632615872113568,0.06417441316673522,0.3075589097800258,0.2647604465283595
25,0.098656,0.119536,0.042236,0.051576,0.008496,0.010988,0.110784,0.135608,0.01254,0.015208,6e-05,5.2e-05,0.001732,0.002068,0.041108,0.054716,0.004948,0.048664,0.048656,0.4929414919606928,0.148132,0.654112,0.197756,0.213636,0.274836,0-0,4.51003237489541,0.9890018958924272,0.8735023951965184,0.582513218051713,1.3216116122471002,0.7332948698302563,0.2106171552231647,0.18991585599488525,0.15452085892475426,0.1431743805054293,2.2698801418565733,0.896675436368682,0.4112171244898458,0.33715700347209077,0.3388555913110078,0.2874146548250397,0.3904942164574902,0.3232776554799498,0.06966542307885504,0.06729417044779018,0.22347746703670648,0.20026708798307724,5.765943927535148,0.9968675628258584,0.9659115292559198,0.6193639193645952,1.5566885751989903,0.7891669256015543,0.120851950334378,0.11383485366483992,0.13502605020684588,0.1263068484957346,2.142069692621665,0.8825884145177234,0.377543068518823,0.31445632440221893,0.3897291783729959,0.32275973902611843,0.38393507866247306,0.31882435142172805,0.06587767537785214,0.06375461685003048,0.30547926200945724,0.2632298161958253
26,0.09528,0.115272,0.040688,0.04894,0.00794,0.01016,0.112192,0.137228,0.014196,0.017364,6e-05,5.2e-05,0.001212,0.001508,0.037292,0.049632,0.003936,0.051084,0.051076,0.4929868519606928,0.15196,0.645144,0.202896,0.221588,0.28502,0-0,4.350008069596451,0.9870932915718689,0.842508911702613,0.569371242560174,1.274718383430803,0.7204903283064139,0.20314406830338144,0.1838393499249229,0.14903817253844961,0.13846377275350064,2.266368111177144,0.8963119193634784,0.4105808762886814,0.33673513661611276,0.3383313031732178,0.28704095682724795,0.38989003139809025,0.3228686664099273,0.06955763452269442,0.06719363001464351,0.22313169559885773,0.19999051537149493,5.5613575532703825,0.9961564449764264,0.9316391984607294,0.6060925116753244,1.501454380163124,0.7771941200597733,0.1165638992099708,0.11002677342636324,0.130235075755778,0.12211096376636354,2.138755414330385,0.8821986342855268,0.376958921887028,0.31405574938728786,0.3891261770048289,0.3223512390715355,0.38334104210948183,0.31841958797722714,0.06577574734528771,0.06365918233648504,0.30500661478887353,0.26288150150774103
27,0.091036,0.109548,0.038096,0.046984,0.007268,0.009488,0.1149,0.142464,0.01378,0.017116,6.8e-05,8.4e-05,0.000676,0.00094,0.035448,0.04682,0.002824,0.050796,0.050784,0.4930406119606928,0.155312,0.636936,0.207752,0.228856,0.294508,0-0,4.169980726135123,0.9845474420484467,0.8076412427719697,0.5540913830879743,1.2219635010124685,0.7053489490741707,0.19473684551862533,0.1769487808230188,0.14287015035385695,0.13313337608791553,2.245998333236451,0.894178157840866,0.4068906367219273,0.33428300868699135,0.3352904319740356,0.2848696405332374,0.38638575805356995,0.3204916507029627,0.0689324608969628,0.06661028174623795,0.22112622125933473,0.19838450701269184,5.331197882222522,0.9951617291390598,0.8930828263161404,0.5906082782140569,1.4393159107477747,0.7629101061334644,0.11173984169501273,0.10572311920289856,0.12484522949832667,0.11736650235689627,2.119532600240958,0.8799122556210497,0.3735708714226162,0.3117277942625787,0.3856287690694595,0.31997707562867483,0.37989563010213223,0.31606721251740233,0.06518456475641395,0.06310547029149716,0.3022652609094877,0.2608580265891278
28,0.092916,0.110628,0.038908,0.047256,0.007576,0.010108,0.11986,0.147156,0.015304,0.017908,6.4e-05,0.000108,0.001172,0.001484,0.033844,0.045684,0.003796,0.050484,0.050464,0.49310165196069283,0.158432,0.62904,0.212528,0.236436,0.304624,0-0,4.229989840622232,0.9854474616075999,0.8192637990821842,0.5592439799212523,1.23954846181858,0.7104850845322079,0.19753925311354403,0.17925207691600642,0.14492615774872117,0.13491382933732698,2.2635584866336,0.8960201851473544,0.4100718777277498,0.3363974498213782,0.3379118726629857,0.28674185733065305,0.38940668335057016,0.322541297191659,0.06947140367776593,0.06711318986504378,0.2228550784485787,0.19976918841765645,5.407917772571809,0.9955190391162423,0.9059349503643367,0.5958361647233974,1.4600287338862243,0.767770398225066,0.11334786086666541,0.10715997801411814,0.12664184491747713,0.11895083166682519,2.13610399169736,0.8818858786377926,0.3764916045815918,0.3137351208566166,0.38864377591029514,0.3220242617067758,0.38286581286708876,0.31809560405717263,0.06569420491923614,0.06358282772157364,0.30462849701240646,0.26260273119941524
29,0.09256,0.11092,0.039388,0.04708,0.007716,0.010164,0.118832,0.148464,0.016032,0.0195,7.2e-05,0.000104,0.00128,0.00136,0.035544,0.047756,0.003824,0.050948,0.050944,0.49315359196069286,0.161592,0.6213,0.217108,0.244152,0.314796,0-0,4.229989840622232,0.9854474616075999,0.8192637990821842,0.5592439799212523,1.23954846181858,0.7104850845322079,0.19753925311354403,0.17925207691600642,0.14492615774872117,0.13491382933732698,2.2740945786718894,0.897109974902808,0.4119806223312432,0.33766288952309664,0.33948473707635585,0.2878628338776458,0.3912192385287703,0.32376811629691193,0.0697947693462478,0.06741480466345728,0.22389239276212505,0.2005988489089059,5.407917772571809,0.9955190391162423,0.9059349503643367,0.5958361647233974,1.4600287338862243,0.767770398225066,0.11334786086666541,0.10715997801411814,0.12664184491747713,0.11895083166682519,2.146046826571202,0.8830544487658042,0.37824404447697724,0.3149367056495548,0.3904527800147965,0.32324961393233453,0.38464792252606267,0.31930975027549213,0.06599998901692947,0.0638691254267898,0.30604643867415776,0.26364757656815974
30,0.097864,0.118508,0.041484,0.050804,0.008204,0.010512,0.117544,0.144816,0.016364,0.020872,5.6e-05,0.000108,0.00122,0.001532,0.034628,0.044436,0.003948,0.047364,0.047348,0.49320903196069277,0.164948,0.613108,0.221944,0.252356,0.325316,0-0,4.4900293367330395,0.9887796853626144,0.8696282097597801,0.5808926596962232,1.315749958645063,0.7317269459192479,0.20968301935819178,0.1891587737885565,0.15383552312646617,0.14258696597038634,2.2670705173130297,0.8963847249350023,0.41070812592891426,0.3368195314616367,0.33843616080077576,0.2871157121016622,0.39001086840997023,0.3229504839935329,0.06957919223392654,0.06721373896825078,0.22320084988642747,0.20004583754454874,5.740370630752052,0.9967864229959021,0.961627487906521,0.6177297607538601,1.549784300819507,0.7877062395213471,0.12031594394382708,0.11335973616168704,0.13442717840046237,0.12578346159468146,2.139418269988641,0.8822766937134161,0.377075751213387,0.3141358831109311,0.38924677727846224,0.3224329587697228,0.38345984942008005,0.31850055990281234,0.06579613295180059,0.06367827001739823,0.30510114423299023,0.2629511776163779
31,0.100908,0.122768,0.042644,0.052524,0.008916,0.011444,0.114288,0.139176,0.015928,0.019496,8.8e-05,7.2e-05,0.001804,0.001988,0.03392,0.044408,0.005,0.05164,0.051616,0.4932665719606928,0.168584,0.60416,0.227256,0.261276,0.336792,0-0,4.610047565707259,0.9900486550461701,0.8928733223802091,0.5905225000518874,1.350919880257286,0.7409980997034726,0.21528783454802922,0.19369067690631292,0.15794753791619465,0.1461054221176662,2.229842992111074,0.8924546857269532,0.40396389499657065,0.33233177300261696,0.3328787065402013,0.2831428610347595,0.3836065067803297,0.318600499483092,0.06843663353862392,0.0661473668344803,0.21953567264523025,0.19710848408203596,5.893810411450627,0.9972435465610708,0.9873317360029137,0.6274305203490903,1.5912099470964067,0.7963209782570819,0.12353198228713248,0.11620662494141476,0.13802040923876327,0.12891908653396666,2.104286920101067,0.8780674090442383,0.3708837969163586,0.30987586854828764,0.3828549627758906,0.31808820529214965,0.3771630619583722,0.31419576380378333,0.06471569580661751,0.0626660865386327,0.30009108369480236,0.25924925270608934
32,0.107188,0.130236,0.045384,0.055916,0.009492,0.01248,0.113008,0.138948,0.014384,0.017592,8.4e-05,0.000132,0.002156,0.002688,0.033344,0.042848,0.005908,0.04398,0.043964,0.49333755196069284,0.1721,0.595196,0.232704,0.270784,0.349284,0-0,4.9100931381428055,0.9926281982965269,0.9509861039312814,0.6136401554172348,1.438844684287843,0.7627983567745326,0.2292998725226228,0.20490992791276164,0.16822757489051582,0.1548385247327999,2.2038539650832942,0.8896230513149634,0.39925565830795356,0.32918082106741453,0.3289989743205551,0.2803562451294961,0.37913553734076944,0.3155471625383036,0.06763899822303532,0.06540219584687201,0.21697696400514924,0.1950514881187979,6.277409863197061,0.9981217407523797,1.0515923562438956,0.6506190330332066,1.6947740627886558,0.8163592843879656,0.13157207814539595,0.12328391920878379,0.14700348633451552,0.13670903231002463,2.0797612607455918,0.8750399584951327,0.36656111184107476,0.306886222270774,0.37839275265145395,0.3150385725870477,0.37276719146623666,0.3111744213487201,0.06396142836564069,0.061958819385624087,0.2965934942624826,0.2566538745826221
33,0.107956,0.13068,0.045936,0.056068,0.009852,0.013012,0.111928,0.138008,0.014372,0.017508,0.001072,0.001204,0.002048,0.002592,0.035016,0.045744,0.007544,0.04822,0.048172,0.49340783196069277,0.175744,0.586164,0.238092,0.280644,0.362312,0-0,4.890090099980436,0.992479255174496,0.9471119184945433,0.6121404224881051,1.432983030685806,0.7614038799307352,0.22836573665764992,0.2041668587507981,0.16754223909222776,0.15425910679321586,2.1764601257837417,0.8865576074781407,0.39429292233887053,0.3258434481987932,0.3249095268457927,0.2774072740720689,0.37442289387744904,0.3123139678848993,0.06679824748498243,0.0646161016449125,0.21427994678992862,0.19287759793298231,6.251836566413966,0.9980730880173069,1.0473083148944968,0.6491190598445309,1.6878697884091727,0.8150869914243537,0.13103607175484508,0.12281386782276149,0.14640461452813205,0.13619187684931355,2.0539098900736033,0.8717674530143436,0.3620047681130727,0.30372095210337446,0.37368934197975023,0.3118093294243989,0.36813370635290443,0.3079753525890674,0.06316638971163804,0.06121274384784248,0.29290684594192923,0.25390836107599124
34,0.1056,0.12856,0.044488,0.05584,0.009656,0.012416,0.109716,0.136408,0.012956,0.015996,0.00098,0.00126,0.00226,0.002824,0.034088,0.045144,0.007816,0.050016,0.04998,0.49347727196069285,0.17932,0.577588,0.243092,0.290312,0.374744,0-0,4.810077947330957,0.9918527753814848,0.9316151767475908,0.606083049228985,1.4095364162776576,0.755743509756119,0.22462919319775831,0.201187631091155,0.16480089589907546,0.1519374599910478,2.139232600581786,0.8822548340676939,0.387548691406527,0.32128141431574264,0.3193520725852183,0.2733803186027569,0.36801853224780856,0.3078956446795421,0.06565568878967981,0.06354675986185465,0.21061476954873143,0.1899139233955488,6.1495433792815835,0.9978655438155317,1.0301721494969018,0.6430544927097778,1.6602526908912396,0.8099090602168897,0.1288920461926415,0.12093114074629074,0.14400912730259813,0.13412015512422015,2.01877854018603,0.8671824026012815,0.35581281381604435,0.29939624869542103,0.3672975274771786,0.30739645419984885,0.3618369188911966,0.303604072398167,0.06208595256645498,0.06019789508344342,0.2878967854037414,0.2501610174270882
35,0.105052,0.128452,0.045584,0.056364,0.009936,0.012752,0.111956,0.137588,0.013728,0.017372,0.001044,0.001208,0.002772,0.003396,0.032896,0.043356,0.008628,0.054896,0.054868,0.4935425119606928,0.182844,0.569004,0.248152,0.300264,0.387524,0-0,4.770071871006217,0.9915202293116,0.9238668058741142,0.6030189791552522,1.3978131090735828,0.7528631652913873,0.22276092146781246,0.1996938375531725,0.16343022430249926,0.15077424774645953,2.153983129435391,0.8839788909004846,0.3902209338514178,0.32309269376179284,0.3215540827639365,0.27497858219508975,0.37055610949728873,0.30964968649633184,0.06610840072555443,0.06397060747337846,0.21206700958769634,0.1910895090081446,6.098396785715391,0.9977535335989898,1.021604066798104,0.639983014535114,1.6464441421322726,0.8072659736087412,0.12782003341153966,0.11998826239517768,0.14281138368983112,0.13308243173137257,2.032698509009408,0.8690184111790177,0.3582662296695838,0.3011130142149132,0.3698301332234806,0.30914832658243097,0.3643318724137601,0.30533938221200774,0.06251405030322563,0.06060013613218607,0.2898819037301932,0.25164806006715146
36,0.115632,0.137928,0.049672,0.059788,0.010564,0.013936,0.111392,0.135932,0.013148,0.01604,0.001008,0.001324,0.003044,0.003812,0.034696,0.0445,0.00956,0.057096,0.057052,0.4936392519606928,0.1862,0.56016,0.25364,0.310844,0.4015,0-0,5.210138710578353,0.9945390838517346,1.0090988854823537,0.6354526694997067,1.5267694883184002,0.7827636805581526,0.24331191049721637,0.21597307060005722,0.178507611864837,0.16348231060642704,2.1020050753798305,0.8777888601233896,0.3808044604741835,0.3166885090377698,0.3137946183246439,0.2693309212103948,0.3616141706181681,0.30344893413020047,0.06451313009437719,0.06247619559479756,0.2069495923075342,0.1869393665350112,6.661009314943496,0.9987201460574492,1.1158529764848772,0.6723643058657781,1.798338178480905,0.8344261861534952,0.1396121740036594,0.130304539489268,0.15598656343026773,0.14442931377102775,1.9836471902984565,0.8624334102890332,0.349620859519016,0.29504468384502824,0.360905712974607,0.3029552823584164,0.3555401314294888,0.29920518034318233,0.061005515421271916,0.059181949246190246,0.28288672486555355,0.2463948522505197
37,0.108796,0.130092,0.046992,0.056272,0.010352,0.01292,0.115128,0.138188,0.013828,0.016628,0.001144,0.001336,0.002772,0.003216,0.03606,0.046848,0.008816,0.06172,0.061656,0.4936951119606928,0.18988,0.551588,0.258532,0.321216,0.414452,0-0,4.9100931381428055,0.9926281982965269,0.9509861039312814,0.6136401554172348,1.438844684287843,0.7627983567745326,0.2292998725226228,0.20490992791276164,0.16822757489051582,0.1548385247327999,2.067587174721419,0.8735093864459577,0.37456922810277155,0.31241459252507997,0.3086565945743015,0.26556706501893734,0.3556931570360477,0.2993124116907533,0.06345680224400307,0.061485339847690446,0.20356103221661606,0.18417958852486782,6.277409863197061,0.9981217407523797,1.0515923562438956,0.6506190330332066,1.6947740627886558,0.8163592843879656,0.13157207814539595,0.12328391920878379,0.14700348633451552,0.13670903231002463,1.9511672630439074,0.8578919027926311,0.3438962225274238,0.29099749728046953,0.35499629956656914,0.29882396214097684,0.3497185732101741,0.2951135642657363,0.06000662070214041,0.05824170153757413,0.27825478210383275,0.24289609958561031
38,0.108832,0.131224,0.046988,0.057532,0.010704,0.01316,0.113164,0.139752,0.013068,0.016136,0.000996,0.0014,0.003224,0.003756,0.035056,0.045028,0.009696,0.061668,0.06158,0.4937672119606928,0.19328,0.543536,0.263184,0.33194,0.427644,0-0,4.890090099980436,0.992479255174496,0.9471119184945433,0.6121404224881051,1.432983030685806,0.7614038799307352,0.22836573665764992,0.2041668587507981,0.16754223909222776,0.15425910679321586,2.04651499064484,0.8708156713985344,0.3707517388957846,0.30978472610362484,0.30551086574756126,0.2632531005198193,0.3520680466796474,0.29676773227264175,0.06281007090703933,0.06087817669221307,0.2014864035895233,0.18248530725013146,6.251836566413966,0.9980730880173069,1.0473083148944968,0.6491190598445309,1.6878697884091727,0.8150869914243537,0.13103607175484508,0.12281386782276149,0.14640461452813205,0.13619187684931355,1.9312815932962242,0.8550377033238118,0.340391342736653,0.28850816888697217,0.3513782913575663,0.2962825067491117,0.34615435389222626,0.2925967117718291,0.05939505250675377,0.05766557596241051,0.27541889878033016,0.24074599397691743
39,0.106496,0.127844,0.04558,0.055096,0.009564,0.01256,0.110296,0.135368,0.013064,0.015904,0.001052,0.001296,0.002656,0.003256,0.036008,0.047048,0.008332,0.069008,0.068912,0.4938366519606928,0.19626,0.53608,0.26766,0.341524,0.44024,0-0,4.790074909168587,0.9916881652740267,0.9277409913108525,0.6045539818823209,1.4036747626756203,0.7543075584070444,0.22369505733278539,0.20044108317366804,0.16411556010078734,0.15135605316649392,2.0394909292859804,0.86990507846136,0.3694792424934556,0.3089058705991157,0.3044622894719811,0.2624801600272072,0.35085967656084727,0.29591745379165113,0.06259449379471807,0.060675701697723405,0.20079486071382568,0.18191976526285436,6.123970082498487,0.9978102547858629,1.0258881081475029,0.6415220432022908,1.6533484165117562,0.8085920790434806,0.12835603980209057,0.12045982791793663,0.1434102554962146,0.13360144879361235,1.924653036713663,0.8540736208302426,0.3392230494730627,0.2876764520235805,0.350172288621232,0.29543330956250513,0.3449662807862436,0.29175576549609217,0.059191196441624884,0.05747345579292518,0.2744736043391626,0.24002793605097705
40,0.105868,0.12864,0.045092,0.05504,0.009752,0.012792,0.107976,0.132848,0.01452,0.018072,8.8e-05,0.000104,0.002764,0.003296,0.035636,0.046824,0.007164,0.061284,0.061192,0.49389125196069283,0.199104,0.528864,0.272032,0.351292,0.453072,0-0,4.810077947330957,0.9918527753814848,0.9316151767475908,0.606083049228985,1.4095364162776576,0.755743509756119,0.22462919319775831,0.201187631091155,0.16480089589907546,0.1519374599910478,2.075313642216164,0.8744829461280377,0.37596897414533337,0.31337636420303383,0.30981002847743955,0.266413696505132,0.3570223641667278,0.3002431519192035,0.06369393706755644,0.06170786797040151,0.20432172937988338,0.18479994481606243,6.1495433792815835,0.9978655438155317,1.0301721494969018,0.6430544927097778,1.6602526908912396,0.8099090602168897,0.1288920461926415,0.12093114074629074,0.14400912730259813,0.13412015512422015,1.9584586752847244,0.8589243031100391,0.34518134511737303,0.291908067190744,0.35632290257653676,0.29975352766478025,0.3510254536267549,0.29603416485604217,0.060230862373782175,0.058452859316632355,0.279294605989117,0.24368294514360345
41,0.108216,0.131688,0.04622,0.057432,0.010452,0.013288,0.107252,0.132488,0.0175,0.022076,8.8e-05,8.8e-05,0.003124,0.003836,0.036412,0.047792,0.00806,0.067436,0.067284,0.4939384319606928,0.202404,0.520916,0.27668,0.361768,0.466392,0-0,4.850084023655698,0.9921722801920408,0.9393635476210671,0.6091234694934733,1.421259723481732,0.758590284218041,0.22649746492770412,0.20267863642227524,0.16617156749565162,0.15309907894583952,2.1195652287769797,0.8799161738444197,0.38398570148000594,0.3188588335794945,0.3164160590135941,0.27124381849485935,0.36463509591516835,0.3055499877049427,0.06505207287518032,0.0629813311492059,0.2086784494967782,0.1883438178587652,6.200689972847775,0.9979719691327829,1.0387402321956993,0.6460997666258694,1.6740612396502064,0.8125159004654877,0.12996405897374327,0.12187300886135011,0.1452068709153651,0.13515663633455854,2.0002185817548592,0.8646942953543036,0.3525415926779916,0.2971006662629295,0.3639207198154427,0.3050537119710488,0.35851031419444535,0.30128358089557994,0.06151515558409412,0.05966130575072359,0.2852499609684724,0.24817369640078146
42,0.15732,0.188852,0.067836,0.082224,0.015104,0.019044,0.138072,0.171608,0.022728,0.027968,3.6e-05,0.00014,0.00416,0.004916,0.057144,0.074824,0.010804,0.088148,0.087888,0.49400857196069276,0.206648,0.510632,0.28272,0.3769,0.485504,0-0,7.050418221516375,0.9991329537359341,1.3655239456622639,0.7447530945620223,2.066041619705818,0.8733137370892767,0.3292524100747236,0.28053860547795206,0.24155850530734013,0.2145971477904619,2.820566552391162,0.9404278176160304,0.510980842432437,0.4000931239723914,0.42106397131648615,0.34365188738669084,0.4852304337714172,0.38444466431739654,0.08656666868484099,0.08292559339799566,0.2776944284913972,0.24247173479395612,9.013752618988295,0.9998782757867174,1.5099847806295656,0.7790866599042499,2.4335314213933663,0.9122735142663363,0.18892476193434204,0.17215120990671307,0.21108276961754807,0.19029295503481236,2.6617485286944507,0.9301739778622974,0.46913726038429904,0.37445828483291,0.4842797929016024,0.3838592140252668,0.47708001017150936,0.3794071264352693,0.08185999088395629,0.07859904580101595,0.3795903461969908,0.3158583869712681
43,0.142796,0.171832,0.061536,0.075124,0.013304,0.016876,0.141532,0.175132,0.022056,0.026868,6.8e-05,0.000104,0.00356,0.00436,0.0527,0.070248,0.009396,0.082604,0.082296,0.4940854319606928,0.21014,0.501524,0.288336,0.390224,0.502412,0-0,6.4103210003205415,0.9983555034665783,1.241550011686643,0.7110639835321907,1.8784687044406292,0.8471760546987323,0.29936006239559065,0.2587075501584839,0.21962775976212162,0.19718241664274294,2.963857404111897,0.9483805843051651,0.536939769039948,0.4154656718739076,0.4424549273383198,0.35754270242404407,0.5098811841949391,0.3994330685832773,0.09096444177619446,0.08694982323542078,0.29180190315562793,0.2530835168827429,8.195407121929234,0.9997240820783854,1.3728954574488044,0.7466277321884079,2.2125946412499014,0.8905836163700924,0.1717725574367133,0.15782930315062782,0.19191887181327666,0.17462617314251794,2.796971082978696,0.9390054695131378,0.49297044296154025,0.3891906774862832,0.5088822487228214,0.3988328412278185,0.5013167015335546,0.39426743459585323,0.08601865461258544,0.08242288598508518,0.39887435279680816,0.3289249852448006
44,0.139696,0.168108,0.060404,0.072904,0.013044,0.016796,0.14652,0.181632,0.02248,0.028468,7.6e-05,0.0001,0.003724,0.004432,0.052612,0.069624,0.009564,0.081808,0.081572,0.49415207196069283,0.213348,0.493252,0.2934,0.403312,0.519272,0-0,6.290302771346324,0.9981458015363059,1.2183048990662144,0.7042689637522539,1.8432987828284066,0.8417056149174881,0.2937552472057533,0.25454107772862744,0.21551574497239323,0.19387442226677098,3.0312883931569488,0.9517465713277448,0.5491557345023061,0.4225628851224664,0.45252125958388867,0.36397744954725897,0.52148153733542,0.4063596042681059,0.09303398205447846,0.08883746340491883,0.29844071476232475,0.25802573133292517,8.041967341230663,0.999678324518239,1.347191209352412,0.7400305641636908,2.1711689949730024,0.8859557781650842,0.16855651909340796,0.15511648998056193,0.1883256409749758,0.17165507973923155,2.8606052261712827,0.9427658898004212,0.5041860582920067,0.3960030062483081,0.5204598749916305,0.4057527943053719,0.5127222033509876,0.40113686932864046,0.08797567283782269,0.08421684514232985,0.40794917943201636,0.33498732571453416
45,0.139852,0.167636,0.059692,0.072172,0.012196,0.016196,0.149092,0.18418,0.02248,0.028312,6.8e-05,0.000108,0.002672,0.003132,0.055968,0.073596,0.007248,0.078744,0.078444,0.4942248719606928,0.216292,0.485364,0.298344,0.415524,0.535492,0-0,6.290302771346324,0.9981458015363059,1.2183048990662144,0.7042689637522539,1.8432987828284066,0.8417056149174881,0.2937552472057533,0.25454107772862744,0.21551574497239323,0.19387442226677098,3.127518033773325,0.9561735618852584,0.5665889352142132,0.43254222360012684,0.4668867545593358,0.37304891425566766,0.5380362079629812,0.4161062268342469,0.09598738849327959,0.09152452675900402,0.30791485215938175,0.265022102874365,8.041967341230663,0.999678324518239,1.347191209352412,0.7400305641636908,2.1711689949730024,0.8859557781650842,0.16855651909340796,0.15511648998056193,0.1883256409749758,0.17165507973923155,2.951416451352369,0.9477343782181454,0.5201916760031933,0.4055933964317042,0.53698211247941,0.41549042254382607,0.5289988049029494,0.4108054268070803,0.09076850093008836,0.08677090188282,0.42089971327601144,0.3435440680769919
46,0.13868,0.167348,0.059312,0.071536,0.012484,0.015584,0.15298,0.187656,0.025684,0.031144,7.6e-05,0.000108,0.002856,0.003124,0.05512,0.071552,0.00766,0.073008,0.072548,0.4942790519606928,0.219256,0.477952,0.302792,0.428048,0.551112,0-0,6.3103058095086935,0.9981825226476393,1.2221790845029523,0.7054124641295594,1.8491604364304437,0.8426307676585998,0.29468938307072623,0.2552371124976508,0.2162010807706813,0.19442669971373827,3.192139398274832,0.9589161179354072,0.5782959021156395,0.43914669839237463,0.4765336562946725,0.3790679704717087,0.549153213055942,0.42256142914391703,0.09797069792663507,0.09332452916415168,0.31427704661579947,0.26968333163226177,8.067540638013758,0.9996864465249181,1.3514752507018108,0.7411419017685685,2.1780732693524856,0.8867404588216741,0.16909252548395884,0.1555692315941648,0.1889245127813593,0.17215100364569202,3.0123991719119303,0.9508264387020054,0.5309399740282236,0.411948043756175,0.5480773376536852,0.4219398428744874,0.5399290774779892,0.41721041618460686,0.09264397672927403,0.08848203585870729,0.4295964221347526,0.34922832122191894
47,0.142352,0.173588,0.060988,0.075028,0.012644,0.016644,0.15558,0.189056,0.023456,0.02824,7.2e-05,8.8e-05,0.002608,0.003396,0.053136,0.070308,0.007572,0.074928,0.074512,0.4943479319606928,0.221764,0.471,0.307236,0.440716,0.567776,0-0,6.49033315297002,0.9984819568167811,1.2570467534335956,0.7155070350340951,1.9019153188487778,0.8507175782057915,0.3030966058554823,0.26147225318063305,0.22236910295527396,0.199380201342803,3.232878954156218,0.9605562216606216,0.5856763812491477,0.44327082673964846,0.48261539869303705,0.38283285897666486,0.5561617597449826,0.42659428558875245,0.09922104517809834,0.09445747990855413,0.3182879952948455,0.27260672759372395,8.297700309061618,0.9997509110033423,1.3900316228463996,0.7509325717138953,2.2402117387678344,0.8935640346270151,0.1739165829989169,0.15963300437070582,0.19431435903881059,0.17660097934518382,3.0508448000907844,0.9526810675375132,0.5377160749570471,0.415919273242086,0.555072153524424,0.4259691586461716,0.5468199014926884,0.42121251193941156,0.09382634190702153,0.0895591460641173,0.4350791298935242,0.3527865488797699
48,0.15102,0.179336,0.0637,0.07702,0.012472,0.016848,0.1548,0.190136,0.02116,0.026404,6e-05,8e-05,0.002488,0.002936,0.054616,0.072312,0.007076,0.072376,0.071888,0.4944273119606928,0.224092,0.464116,0.311792,0.453212,0.584664,0-0,6.790378725405568,0.9988754571994118,1.315159534984668,0.7315685043914616,1.9898401228793352,0.8632827183363398,0.3171086438300759,0.2717483692188335,0.23264913992959513,0.2075684426532477,3.244819858466278,0.9610244151534426,0.5878396251331068,0.4444738660158998,0.48439797836152304,0.383932028604536,0.5582159889469427,0.4277709833346397,0.09958752626904444,0.09478928331566439,0.31946361818353136,0.27346136530957865,8.681299760808052,0.9998302696846443,1.4542922430873815,0.766434386906659,2.343775854460084,0.9040353951001225,0.1819566788571804,0.1663625462393119,0.20329743613456283,0.18396451311547157,3.0621133462811376,0.9532112900843824,0.5397021735051504,0.4170781639089941,0.557122358176192,0.4271448337482785,0.5488396257728587,0.42238032335658293,0.09417289721774062,0.08987460951122062,0.4366861304435089,0.3538257860007169
