minute,p_england_shot,p_argentina_shot,p_england_sot,p_argentina_sot,p_england_goal,p_argentina_goal,p_england_foul,p_argentina_foul,p_england_yellow,p_argentina_yellow,p_england_red,p_argentina_red,p_england_penalty,p_argentina_penalty,p_england_corner,p_argentina_corner,p_var_review,p_any_injury_stoppage,p_any_substitution,expected_england_possession,p_england_leading_after,p_draw_after,p_argentina_leading_after,expected_england_goals_after,expected_argentina_goals_after,modal_score_after,expected_england_passes,p_any_england_passes,expected_england_line_breaks,p_any_england_line_breaks,expected_england_final_third_receptions,p_any_england_final_third_receptions,expected_england_crosses,p_any_england_crosses,expected_england_throw_ins,p_any_england_throw_ins,expected_england_pressures,p_any_england_pressures,expected_england_direct_pressures,p_any_england_direct_pressures,expected_england_forced_turnovers,p_any_england_forced_turnovers,expected_england_regains,p_any_england_regains,expected_england_interceptions,p_any_england_interceptions,expected_england_tackles,p_any_england_tackles,expected_argentina_passes,p_any_argentina_passes,expected_argentina_line_breaks,p_any_argentina_line_breaks,expected_argentina_final_third_receptions,p_any_argentina_final_third_receptions,expected_argentina_crosses,p_any_argentina_crosses,expected_argentina_throw_ins,p_any_argentina_throw_ins,expected_argentina_pressures,p_any_argentina_pressures,expected_argentina_direct_pressures,p_any_argentina_direct_pressures,expected_argentina_forced_turnovers,p_any_argentina_forced_turnovers,expected_argentina_regains,p_any_argentina_regains,expected_argentina_interceptions,p_any_argentina_interceptions,expected_argentina_tackles,p_any_argentina_tackles
49,0.10818,0.131052,0.045568,0.054768,0.008628,0.011216,0.119104,0.148376,0.016536,0.020672,8.8e-05,9.2e-05,0.000708,0.000928,0.03706,0.048884,0.003116,0.046008,0.045656,0.4944732319606928,0.225844,0.459308,0.314848,0.461848,0.595892,0-0,4.950099214467547,0.9929172938127315,0.9587344748047579,0.6166222466894046,1.4505679914919178,0.7655629080033904,0.23116814425256868,0.20639398547414145,0.169598246487092,0.15599617000447974,2.5339848489496926,0.9206577772630289,0.45906298921741506,0.3681245576936727,0.3782820592728189,0.31496274769583343,0.43592893292437357,0.3533363192008103,0.07777112250213401,0.07482384568396128,0.2494794791629357,0.22079372936987807,6.328556456763254,0.9982153919304936,1.0601604389426933,0.6535997702150806,1.7085826115476228,0.8188776685323389,0.1326440909264978,0.12422326646669724,0.14820122994728252,0.13774241456549674,2.3913034201259604,0.9084896702953833,0.4214708952298166,0.34391891679517184,0.4350748812591644,0.35278379910062196,0.42860662744741906,0.3485838719879968,0.073542663426698,0.07090349349474923,0.34102233299735596,0.2889569716929836
50,0.117348,0.139784,0.049616,0.059292,0.009604,0.012152,0.114652,0.14256,0.016552,0.019928,5.6e-05,8e-05,0.001232,0.001508,0.041936,0.055228,0.004152,0.052024,0.076432,0.4945185919606928,0.227572,0.454604,0.317824,0.471452,0.608064,0-0,5.290150863227832,0.9949590002991642,1.0245956272293064,0.6410584177345413,1.5502161027265489,0.7877978885834309,0.247048453957108,0.2188971549093225,0.1812489550579893,0.16577235235089227,2.4398624267409748,0.9128271567107652,0.4420115374262069,0.35725778017817866,0.3642311371800458,0.30526940188763974,0.4197367733324524,0.3427802051753216,0.07488238919702928,0.07214739459840402,0.24021280462858807,0.21353951917298142,6.763302502075879,0.9988445928682238,1.1329891418824725,0.677930894104702,1.825955275998838,0.8389362896799066,0.14175619956586302,0.1321671912878738,0.1583820506558017,0.1464763695934992,2.3024807619196426,0.8999895663482921,0.40581576549770726,0.33356706394428404,0.4189144445922852,0.3422395321744247,0.41268644782725217,0.3381302189966938,0.07081099215397102,0.06836203762771409,0.32835538748571125,0.2798929428114395
51,0.12194,0.147764,0.051764,0.063116,0.010036,0.013536,0.11472,0.140364,0.01738,0.020808,8e-05,7.2e-05,0.001668,0.0022,0.043756,0.056652,0.005208,0.050932,0.086336,0.4945731919606929,0.2293,0.449572,0.321128,0.481504,0.621612,0-0,5.59019643566338,0.9962657057559313,1.0827084087803789,0.6613229934344439,1.6381409067571062,0.8056589952958011,0.2610604919317016,0.2297656747563953,0.1915289920323105,0.17430431383654665,2.3984204647237037,0.9091386412760176,0.4345038086524661,0.3524140861012415,0.3580445371541234,0.3009580590254437,0.41260738963153193,0.3380778906975427,0.07361048423433392,0.07096650343347555,0.23613270166197237,0.21032412432161673,7.146901953822314,0.9992127006031097,1.1972497621234544,0.6979762922253766,1.9295193916910873,0.8547820253199946,0.1497962954241265,0.13911667556266372,0.16736512775155393,0.15410930322419347,2.263372278082533,0.8960008214139,0.3989228352425248,0.32895751981409127,0.4117990284479131,0.337542602233744,0.40567681650195486,0.3334744573234333,0.06960824136971065,0.06724083520944202,0.3227781502828229,0.2758655144199139
52,0.123644,0.148416,0.051968,0.063372,0.010192,0.013656,0.114548,0.141584,0.017372,0.022228,0.0001,9.6e-05,0.001716,0.00194,0.040608,0.054376,0.005168,0.060604,0.10604,0.49463283196069285,0.231124,0.444212,0.324664,0.491716,0.635292,0-0,5.630202511988121,0.9964121513286114,1.0904567796538553,0.6639370480768314,1.649864213961181,0.807924011912325,0.26292876366164747,0.23120333838035578,0.1928996636288867,0.17543529618122988,2.3337991002221954,0.9030731879505159,0.42279684175103943,0.34478826874062374,0.34839763541878654,0.2941818378933292,0.401490384538571,0.3306782444936941,0.07162717480097841,0.06912211414307057,0.2297705072055545,0.2052840368355181,7.198048547388507,0.9992519558423109,1.2058178448222523,0.700553001836627,1.9433279404500543,0.8567734935175197,0.15086830820522834,0.1400390589977477,0.16856287136432094,0.15512185689246138,2.2023895575229706,0.8894612960679272,0.38817453721749434,0.3217060546058851,0.40070380327363775,0.33015156142824,0.3947465439269148,0.32614919081344373,0.06773276557052493,0.06548982649542612,0.3140814414240817,0.26954046392795417
53,0.125752,0.150952,0.053708,0.06432,0.011308,0.013892,0.111856,0.138132,0.018432,0.021908,8e-05,9.2e-05,0.001744,0.002132,0.040784,0.05272,0.00548,0.064584,0.121092,0.49466027196069284,0.2334,0.4389,0.3277,0.503028,0.6492,0-0,5.690211626475228,0.9966211221662976,1.1020793359640693,0.6678203480091198,1.6674491747672917,0.8112721360406958,0.2657311712565661,0.23335480393408048,0.19495567102375083,0.17712886571749675,2.2853330768460647,0.8982598308325439,0.41401661657496963,0.33901003221469506,0.34116245911728404,0.28905660041318615,0.3931526307188505,0.3250742746744748,0.07013969272596181,0.0677364196314546,0.2249988613632412,0.2014828720201861,7.274768437737791,0.9993071994714084,1.218669968870448,0.7043769065192413,1.9640407635885033,0.8597096062527018,0.15247632737688097,0.14142078146191606,0.1703594867834713,0.15663841524767674,2.1566525171033,0.8842881832241162,0.3801133136987217,0.3162160772631125,0.3923823843929314,0.32455421535309537,0.3865488394956349,0.320602456869001,0.06632615872113568,0.06417441316673522,0.3075589097800258,0.2647604465283595
54,0.126264,0.151068,0.053404,0.064644,0.010992,0.014044,0.111124,0.135468,0.02004,0.023824,6e-05,9.2e-05,0.002232,0.002684,0.046688,0.062536,0.006208,0.06706,0.140452,0.4946996119606928,0.235112,0.434416,0.330472,0.514036,0.663264,0-0,5.670208588312859,0.9965528538332963,1.0982051505273311,0.6665309263224132,1.6615875211652547,0.8101626300841102,0.2647970353915932,0.23263831856548745,0.19427033522546278,0.17656472938246282,2.243188708692907,0.8938804201261588,0.4063816381609957,0.3339440734449677,0.3348710014638035,0.28456963012932357,0.38590241000604986,0.3201631322810834,0.06884623005203429,0.06652979129185521,0.22084960410905566,0.19816273574794863,7.249195140954695,0.9992892537907904,1.2143859275210493,0.7031077282980458,1.9571364892090202,0.8587376514210505,0.1519403209863301,0.1409604541558177,0.16976061497708783,0.1561331985070502,2.116881177607933,0.8795934297734002,0.37310355411718005,0.311406077583956,0.38514636797492574,0.3196489526885804,0.37942040085973916,0.3157421104140645,0.06510302233036239,0.06302907052372142,0.3018871431330207,0.26057849102429564
55,0.1217,0.146896,0.052172,0.06324,0.011216,0.014228,0.111092,0.136824,0.018988,0.023688,4.8e-05,9.6e-05,0.00266,0.003424,0.04624,0.061172,0.007604,0.068584,0.15834,0.49474231196069285,0.237188,0.42914,0.333672,0.525284,0.677516,0-0,5.53018732117627,0.9960347537550728,1.071085852470164,0.6573637370839078,1.6205559459509946,0.8022112913196553,0.2582580843367829,0.22760413689303716,0.18947298463744622,0.17260493102670638,2.2122828387139255,0.8905494947448711,0.4007826539907483,0.3302043773756618,0.33025726585125115,0.2812611973051381,0.38058558148332955,0.31653893013894707,0.0678976907578208,0.06564393805203328,0.21780681545598632,0.1957191987206074,7.070182063473026,0.9991499216731354,1.1843976380752579,0.694069595164529,1.9088065685526372,0.8517427841186094,0.1481882762524738,0.13773124507154555,0.16556851233240347,0.15258819694310644,2.0877155286446647,0.8760299814680436,0.367963063757383,0.3078572536309986,0.379839955935055,0.31602913406913935,0.37419287919341576,0.31215577180649523,0.06420605564379533,0.06218826178135617,0.2977278475918836,0.25749661366257937
56,0.118208,0.143076,0.050512,0.062064,0.010556,0.014032,0.109364,0.13682,0.017836,0.022248,8e-05,0.000104,0.002572,0.003296,0.046144,0.060768,0.007032,0.075044,0.186096,0.4947953719606928,0.238836,0.424376,0.336788,0.535872,0.691564,0-0,5.37016301587731,0.9953466273251789,1.0400923689762587,0.6465779647805501,1.5736627171346969,0.7927154344846826,0.25078499741699956,0.22181033363776237,0.18399029825114155,0.16805612490194055,2.2087708080344957,0.8901644254206944,0.4001464057895838,0.3297780855162854,0.3297329777134611,0.2808842722766892,0.3799813964239295,0.31612586840155554,0.06778990220166017,0.06554321973313237,0.2174610440181375,0.1954410533069162,6.865595689208259,0.9989569390726738,1.1501253072800672,0.683402905027489,1.8535723735167704,0.8433235414500747,0.14390022512806658,0.13402585379151322,0.16077753788133556,0.14851852758858153,2.0844012503533844,0.8756184287033797,0.36737891712558784,0.30745282266499263,0.37923695456688783,0.3156165743266529,0.3735988426404244,0.3117470458051109,0.06410412761123088,0.062092667604183305,0.2972552003712998,0.2571455885517663
57,0.116632,0.141824,0.049764,0.06094,0.010476,0.013528,0.111852,0.137188,0.019652,0.02448,7.2e-05,0.00012,0.002244,0.002792,0.042088,0.05654,0.006352,0.074176,0.2052,0.4948516519606928,0.240232,0.420072,0.339696,0.546368,0.70512,0-0,5.330156939552572,0.9951566901542798,1.0323439981027827,0.643828883078445,1.5619394099306232,0.7902710738443157,0.24891672568705384,0.22035510492551236,0.18261962665456546,0.1669150212018361,2.201746746675636,0.8893902177474792,0.39887390938725487,0.32892468768366223,0.3286844014378811,0.2801298291087251,0.3787730263051294,0.3152989958524852,0.06757432508933893,0.0653417505235585,0.21676950114243995,0.19488447387216157,6.81444909564207,0.9989022021887844,1.1415572245812702,0.6806786206549187,1.8397638247578048,0.8411450607193366,0.14282821234696483,0.1330970206671357,0.15957979426856864,0.147498060086391,2.0777726937708234,0.8747912198486693,0.36621062386199765,0.3066432516468929,0.37803095183055363,0.31479070814424903,0.37241076953444185,0.3109288650470814,0.063900271546102,0.0619014500161752,0.29630990593013234,0.25644304040091204
58,0.115516,0.141416,0.048392,0.060812,0.009908,0.01308,0.111756,0.137068,0.019272,0.023908,5.2e-05,0.0001,0.00168,0.00224,0.041304,0.053916,0.005324,0.071904,0.198828,0.4949063919606928,0.241632,0.415804,0.342564,0.556296,0.71822,0-0,5.310153901390202,0.9950588337931889,1.0284698126660445,0.642446333727259,1.556077756328586,0.7890381054423194,0.24798258982208088,0.21962647039824246,0.18193429085627735,0.16634388255432375,2.2509151761876525,0.8946971901736873,0.4077813842035576,0.3348757303986055,0.33602443536694154,0.2853943560484138,0.38723161713672993,0.32106617599432563,0.06908336487558767,0.06675112334128419,0.221610301272323,0.19877245914343666,6.788875798858974,0.9988737658234955,1.1372731832318712,0.6793077002188489,1.8328595503783212,0.8400444876748012,0.1422922059564139,0.13263223057612405,0.15898092246218515,0.14698736780534827,2.1241725898487505,0.8804681707893084,0.37438867670712933,0.3122904368122308,0.3864729709848934,0.3205509100338362,0.38072728127632,0.31663576956983774,0.06532726400200416,0.06323915489551124,0.3029269670183049,0.2613469595654082
59,0.119308,0.143648,0.05106,0.061872,0.010852,0.013912,0.109084,0.133872,0.017808,0.02132,6.8e-05,8e-05,0.002752,0.003304,0.037488,0.048784,0.007212,0.063308,0.204968,0.4949503519606928,0.2433,0.411236,0.345464,0.567164,0.732148,0-0,5.3501599777149424,0.9952526085381794,1.036218183539521,0.645206086539241,1.5678010635326607,0.7914968361530813,0.24985086155202677,0.2210830591269457,0.18330496245285355,0.1674857685616845,2.2410814902852496,0.8936565672233895,0.40599988924029706,0.33368975877479334,0.3345564285811295,0.28434453973370966,0.3855398989704099,0.3199166392385757,0.06878155691833793,0.06646941889603097,0.2206421412463464,0.19799636703661205,6.840022392425166,0.9989299205623025,1.145841265930669,0.6820436805734664,1.8466680991372881,0.8422380612769426,0.14336421873751573,0.1335615616944441,0.16017866607495215,0.14800844661978585,2.114892610633165,0.8793537550186322,0.37275306613810305,0.31116469139267555,0.3847845671540255,0.31940275658687256,0.3790639789279444,0.31549818242715266,0.06504186551082373,0.06297176660942971,0.3016035548006704,0.2603687699758457
60,0.115912,0.13914,0.04964,0.060052,0.01072,0.01356,0.110908,0.135776,0.01572,0.019712,7.2e-05,0.0001,0.00276,0.003292,0.041812,0.054772,0.007284,0.060796,0.216928,0.49499725196069283,0.244752,0.407048,0.3482,0.577904,0.745728,0-0,5.230141748740721,0.9946472334990293,1.0129730709190916,0.6368622611856587,1.532631141920437,0.7840333198842467,0.24424604636218922,0.21670511630560763,0.179192947663125,0.16405540971976917,2.2375694596058198,0.8932824292174071,0.4053636410391326,0.33326568518867405,0.33403214044333945,0.2839692316889665,0.38493571391100984,0.31950561887918016,0.0686737683621773,0.06636878955931391,0.22029636980849762,0.19771900913882623,6.686582611726589,0.9987524611789275,1.1201370178342758,0.6737649084651576,1.8052424528603876,0.8355654158915106,0.1401481803942103,0.130770576903261,0.15658543523665117,0.1449415375398826,2.1115783323418844,0.8789532364395727,0.3721689195063079,0.31076219301970187,0.3841815657858583,0.3189922317568459,0.3784699423749531,0.315091442529703,0.0649399374782593,0.06287625229743266,0.30113090758008665,0.2600191027025949
61,0.115748,0.139752,0.049708,0.060148,0.010368,0.013456,0.110028,0.135944,0.015888,0.019644,6e-05,5.6e-05,0.002656,0.003116,0.034016,0.045308,0.006856,0.063476,0.23054,0.4950434519606928,0.246172,0.40288,0.350948,0.588288,0.759212,0-0,5.190135672415982,0.9944287491014268,1.0052247000456154,0.6340376062019975,1.520907834716363,0.7814865771916912,0.24237777463224344,0.21524034074486387,0.17782227606654888,0.16290881859312778,2.222116524616329,0.8916205219321299,0.4025641489540088,0.3313965526613446,0.33172527263706325,0.2823155366667064,0.3822772996496496,0.31769417619591545,0.06819949871507056,0.06592589159638185,0.21877497548196292,0.19649749442387876,6.6354360181604,0.9986869938741828,1.1115689351354783,0.6709576901559383,1.7914339041014213,0.8332790636452148,0.1390761676131085,0.12983825220928402,0.15538769162388424,0.14391678315392697,2.0969955078602505,0.8771750991114843,0.36959867432640936,0.3089884043090594,0.381528359765923,0.31718297874738544,0.3758561815417914,0.31329891376766283,0.06449145413497576,0.0624558736466273,0.29905125980951813,0.2584786017848313
62,0.109768,0.13236,0.047188,0.057368,0.010476,0.013204,0.114352,0.139724,0.01574,0.01962,7.6e-05,8.4e-05,0.002776,0.003144,0.033096,0.042832,0.00704,0.060784,0.247624,0.49507985196069276,0.247832,0.398536,0.353632,0.598772,0.77244,0-0,4.9300961763051765,0.9927741917035874,0.9548602893680197,0.6151340893433516,1.4447063378898803,0.764184683587779,0.23023400838759572,0.20565230327127482,0.1689129106888039,0.1554175457125686,2.2164972755292407,0.8910097963463626,0.40154615183214565,0.33071556971575633,0.33088641161659915,0.2817132465618961,0.3813106035546095,0.3170342749098126,0.06802703702521355,0.06576478570529709,0.21822174118140483,0.19605284629125141,6.302983159980157,0.9981691650511506,1.0558763975932945,0.6521125940195959,1.7016783371681392,0.817622823346666,0.13210808453594686,0.12375371871177077,0.147602358140899,0.13722587815363052,2.091692662594201,0.8765220476822402,0.3686640397155371,0.3083422590473861,0.3805635575768555,0.31652387749050737,0.37490572305700526,0.312645922622412,0.06432836928287265,0.06230296193298768,0.29829502425658405,0.25791762485162373
63,0.114496,0.138224,0.048792,0.059736,0.010392,0.013524,0.113212,0.139352,0.015108,0.01874,7.6e-05,0.000116,0.002544,0.003372,0.031088,0.041108,0.007148,0.05338,0.246176,0.49512801196069284,0.24918,0.394544,0.356276,0.609176,0.785992,0-0,5.170132634253615,0.9943161850993241,1.0013505146088777,0.6326170500533772,1.5150461811143263,0.7802019659047643,0.24144363876727062,0.21450692610064037,0.17713694026826085,0.16233493341051064,2.205258777355066,0.8897780013436632,0.3995101575884193,0.3293515223431782,0.32920868957567107,0.2805071495791057,0.3793772113645294,0.3157125570230266,0.06768211364549956,0.06544249055736429,0.2171152725802887,0.19516281170185623,6.609862721377306,0.9986529829466342,1.10728489378608,0.6695450355199665,1.7845296297219386,0.8321239936842642,0.13854016122255766,0.1293717149293434,0.1547888198175008,0.14340394550476243,2.0810869720621037,0.8752055096754844,0.3667947704937927,0.30704815538298524,0.37863395319872073,0.3152037657350567,0.37300480608743314,0.31133807693341187,0.06400219957866644,0.061997063682787346,0.29678255315071606,0.2567943974906952
64,0.11462,0.13902,0.049088,0.059792,0.0103,0.01366,0.113404,0.137136,0.014084,0.017228,7.6e-05,0.000104,0.002636,0.003224,0.032416,0.042412,0.007088,0.056576,0.244984,0.4951841519606928,0.250496,0.390364,0.35914,0.619504,0.799684,0-0,5.190135672415982,0.9944287491014268,1.0052247000456154,0.6340376062019975,1.520907834716363,0.7814865771916912,0.24237777463224344,0.21524034074486387,0.17782227606654888,0.16290881859312778,2.2242237430239866,0.8918486607097926,0.4029458978747075,0.3316517425934019,0.3320398455197373,0.2825412652312834,0.3826398106852897,0.3179414747597885,0.06826417184876693,0.06598629914268328,0.2189824383446722,0.19666417406336434,6.6354360181604,0.9986869938741828,1.1115689351354783,0.6709576901559383,1.7914339041014213,0.8332790636452148,0.1390761676131085,0.12983825220928402,0.15538769162388424,0.14391678315392697,2.0989840748350184,0.8774191019646556,0.3699491623054864,0.3092305531291477,0.38189016058682324,0.31742997782127114,0.37621260347358615,0.3135436254824816,0.06455261095451442,0.0625132091103271,0.2993348481418684,0.2586888587869277
65,0.112108,0.136016,0.048184,0.058908,0.0104,0.01334,0.1112,0.138752,0.014336,0.017424,0.000104,0.0001,0.002644,0.003248,0.033532,0.044252,0.00704,0.055868,0.25918,0.4952155119606928,0.251964,0.386524,0.361512,0.629908,0.813044,0-0,5.070117443441764,0.9937183176449179,0.9819795874251865,0.6254311273871711,1.4857379131041402,0.7736647367169545,0.236772959442406,0.21082955862365227,0.1737102612768204,0.15945960051709884,2.163114409201909,0.8850334898597062,0.39187517917444553,0.3242115388300042,0.32291723192219063,0.2759662212278947,0.37212699065172894,0.31073329346206424,0.06638865097157207,0.06423289318637926,0.21296601532610324,0.1918163973940321,6.481996237461826,0.9984692481169554,1.0858646870390858,0.6623902671146111,1.7500082578245217,0.8262274915383614,0.13586012926980312,0.12703527383646085,0.15179446078558334,0.14083514533664887,2.0413156325667376,0.870142246644915,0.35978501091225124,0.3021736650075202,0.37139793678071514,0.3102305976776141,0.3658763674515375,0.3064114539712488,0.06277906318789317,0.06084905621499448,0.29111078650371097,0.2525671320431425
66,0.10996,0.132648,0.046572,0.056036,0.009412,0.012284,0.109304,0.135188,0.016352,0.019832,8e-05,6.8e-05,0.001664,0.00216,0.03768,0.049644,0.005084,0.055676,0.255036,0.4952621319606928,0.2528,0.383496,0.363704,0.639328,0.825364,0-0,5.0301113671170254,0.9934619175973852,0.9742312165517105,0.6225175557044133,1.4740146059000663,0.7709957246382173,0.23490468771246029,0.20935379566406642,0.17233958968024432,0.15830670572618022,2.1413398189894437,0.8825026876162658,0.3879304403272257,0.321540464953989,0.3196666454678923,0.2736088575025868,0.36838104328344856,0.3081464946754673,0.06572036192337619,0.06360732126908542,0.21082223241144069,0.19008196873985528,6.430849643895637,0.9983889185926768,1.0772966043402885,0.6594851712248109,1.7361997090655559,0.8238113017372939,0.13478811648870137,0.12609894270276145,0.15059671717281645,0.13980546959898987,2.020767107160798,0.8674462568562591,0.3561633017951214,0.29964175886165534,0.3676593282980789,0.3076469934058996,0.3621933408229914,0.3038522389513486,0.06214710938599364,0.06025536863370817,0.2881803737360916,0.25037363286463366
67,0.11934,0.14306,0.050048,0.061088,0.010004,0.01328,0.111516,0.137584,0.016108,0.019668,8e-05,8.8e-05,0.001664,0.002108,0.035232,0.04612,0.005168,0.051124,0.241372,0.49530931196069283,0.253704,0.380356,0.36594,0.649336,0.838644,0-0,5.41016909220205,0.9955291158442184,1.0478407398497351,0.6493058278889912,1.5853860243387716,0.7951313064513619,0.2526532691469454,0.22326284612546166,0.18536096984771774,0.16919566559504395,2.1666264398813384,0.8854365475805971,0.39251142737561,0.32464137126823334,0.3234415200599806,0.2763457240563555,0.37273117571112896,0.3111496123286124,0.06649643952773268,0.06433375273587505,0.21331178676395202,0.19209579589355685,6.916742282774452,0.9990089467413769,1.1586933899788652,0.6861039472189134,1.8673809222757376,0.8454721472627544,0.14497223790916838,0.13495369172843197,0.16197528149410254,0.1495377735640233,2.044629910858018,0.8705719189576958,0.36036915754404636,0.30258117887516955,0.37200093814888224,0.3106464041923863,0.3664704040045288,0.3068233485679903,0.06288099122045761,0.060944777144569695,0.29158343372429474,0.25292032063737646
68,0.123204,0.147712,0.051948,0.063824,0.011172,0.013504,0.113144,0.137848,0.016476,0.020244,4.8e-05,9.6e-05,0.00174,0.002212,0.035916,0.047316,0.00544,0.048092,0.2255,0.49533451196069284,0.255092,0.376956,0.367952,0.66052,0.852164,0-0,5.57019339750101,0.996190256433545,1.0788342233436405,0.6600083509678231,1.632279253155069,0.8045164904329545,0.2601263560667287,0.22904583508707088,0.19084365623402239,0.17373824107151803,2.1462566619406456,0.8830789855043244,0.38882118780885594,0.3221445320006785,0.3204006488607984,0.2741418354380214,0.36922690236660866,0.30873145781409284,0.06587126590200106,0.06374861598862536,0.211306312424429,0.19047393899081067,7.121328657039218,0.999192307108959,1.1929657207740554,0.6966796346886498,1.922615117311604,0.853775931400356,0.1492602890335756,0.13865511291003152,0.16676625594517042,0.15360257141606048,2.025407096768591,0.8680598801431663,0.3569811070796346,0.3002142813944253,0.36850353021351284,0.30823123249764484,0.36302499199717925,0.30443095037785906,0.06228980863158386,0.060389459916061594,0.2888420798449089,0.25086950113347306
69,0.124496,0.149376,0.052464,0.062744,0.009768,0.012788,0.110884,0.135208,0.016628,0.019816,9.6e-05,0.000112,0.000832,0.000852,0.036928,0.048444,0.003456,0.050496,0.219032,0.4953745519606928,0.2559,0.374228,0.369872,0.670292,0.86496,0-0,5.710214664637597,0.9966880384924314,1.1059535214008074,0.6691047839012885,1.6733108283693288,0.8123751574812548,0.26666530712153896,0.23407062032050285,0.1956410068220389,0.1776926155621581,2.1279941024076106,0.8809240914676677,0.3855126971628006,0.31989813949022583,0.31767435054429016,0.27216022954894303,0.3660851400577284,0.30655624114530367,0.0653107654099658,0.06322369953299478,0.20950830094761527,0.18901709252148036,7.300341734520885,0.9993246920402847,1.2229540102198468,0.7056406591584643,1.9709450379679865,0.8606748735543476,0.15301233376743184,0.14188086209575146,0.17095835858985475,0.15714332951882048,2.008172849653932,0.8657662840824756,0.35394354459429994,0.2980854068900397,0.36536792309904376,0.3060587131251197,0.35993600192162445,0.3022790225559865,0.06175978286224877,0.05989131011222382,0.28638431429787337,0.24902604954518925
70,0.124848,0.147812,0.052672,0.063208,0.010556,0.013452,0.108096,0.133212,0.014796,0.01852,4.8e-05,0.000108,0.001672,0.002052,0.038984,0.050892,0.005076,0.057788,0.218576,0.4954171119606928,0.256932,0.371068,0.372,0.680856,0.878444,0-0,5.650205550150488,0.9964832061768863,1.094330965090593,0.6652364994878108,1.6557258675632174,0.8090466014898923,0.26386289952662023,0.23192116358951131,0.19358499942717466,0.1760002062920899,2.122374853320523,0.8802530907829842,0.38449470004093744,0.319205445233094,0.3168354895238261,0.2715494169787587,0.36511844396268833,0.3058855676549955,0.06513830372010881,0.06306212757711249,0.2089550666470572,0.18856830482897102,7.223621844171599,0.9992708432614321,1.2101018861716504,0.7018331012016009,1.9502322148295368,0.8577589627270902,0.15140431459577916,0.14049988004520297,0.16916174317070432,0.15562767911574615,2.0028700043878835,0.8650525727796492,0.3530089099834277,0.2974290665460202,0.36440312090997634,0.3053888739732781,0.35898554343683836,0.3016155524825279,0.06159669801014566,0.059737980123013124,0.28562807874493934,0.24845792155231028
71,0.124292,0.148764,0.05222,0.063272,0.010328,0.013224,0.105536,0.130892,0.01374,0.017016,7.2e-05,8.4e-05,0.001632,0.001928,0.040732,0.052668,0.005044,0.055196,0.219884,0.4954536519606928,0.257804,0.368304,0.373892,0.691192,0.891684,0-0,5.630202511988121,0.9964121513286114,1.0904567796538553,0.6639370480768314,1.649864213961181,0.807924011912325,0.26292876366164747,0.23120333838035578,0.1928996636288867,0.17543529618122988,2.067587174721419,0.8735093864459577,0.37456922810277155,0.31241459252507997,0.3086565945743015,0.26556706501893734,0.3556931570360477,0.2993124116907533,0.06345680224400307,0.061485339847690446,0.20356103221661606,0.18417958852486782,7.198048547388507,0.9992519558423109,1.2058178448222523,0.700553001836627,1.9433279404500543,0.8567734935175197,0.15086830820522834,0.1400390589977477,0.16856287136432094,0.15512185689246138,1.9511672630439074,0.8578919027926311,0.3438962225274238,0.29099749728046953,0.35499629956656914,0.29882396214097684,0.3497185732101741,0.2951135642657363,0.06000662070214041,0.05824170153757413,0.27825478210383275,0.24289609958561031
72,0.123,0.148308,0.051768,0.063068,0.010436,0.013604,0.108348,0.13344,0.011848,0.01474,6.8e-05,0.000108,0.001796,0.002116,0.039092,0.051936,0.005332,0.057812,0.215948,0.4955030719606929,0.258828,0.364924,0.376248,0.701644,0.905308,0-0,5.59019643566338,0.9962657057559313,1.0827084087803789,0.6613229934344439,1.6381409067571062,0.8056589952958011,0.2610604919317016,0.2297656747563953,0.1915289920323105,0.17430431383654665,2.126589290135839,0.880756694617044,0.38525819788233484,0.3197250320291549,0.3174646352891742,0.27200757443930623,0.36584346603396845,0.30638863354946466,0.06526764998750156,0.06318330915632786,0.20936999237247578,0.18890491887397465,7.146901953822314,0.9992127006031097,1.1972497621234544,0.6979762922253766,1.9295193916910873,0.8547820253199946,0.1497962954241265,0.13911667556266372,0.16736512775155393,0.15410930322419347,2.0068471383374202,0.8655882109155004,0.35370988594158187,0.297921379309405,0.3651267225517769,0.30589131391937585,0.35969838730042797,0.30211321415175985,0.061719011649223,0.05985297995918293,0.28619525540963986,0.24888405782304834
73,0.123732,0.145892,0.05258,0.06206,0.01096,0.013848,0.106448,0.130536,0.013292,0.016468,4.8e-05,0.0001,0.002256,0.002868,0.036084,0.047004,0.006504,0.0628,0.202748,0.4955417119606928,0.259968,0.361644,0.378388,0.71262,0.919172,0-0,5.55019035933864,0.996113282699884,1.0749600379069024,0.6586886054538104,1.626417599553032,0.8033672689363042,0.2591922202017558,0.22832532267552696,0.19015832043573433,0.1731717802235907,2.1448518496688735,0.8829146180026226,0.38856668852839016,0.3219719963176405,0.3201909336056824,0.2739895959449481,0.36898522834284864,0.3085643759751471,0.06582815047953681,0.06370824824444099,0.2111680038492895,0.19036196685159923,7.095755360256122,0.9991713853601122,1.1886816794246569,0.6953774103016254,1.9157108429321208,0.852762867097214,0.1487242826430247,0.13819330279055198,0.16616738413878696,0.1530955360496472,2.024081385452079,0.8678848496388448,0.3567474484269165,0.3000507513018581,0.368262329666246,0.3080643573679639,0.3627873773759827,0.3042656533639011,0.062249037418558084,0.060351150073606585,0.2886530209566754,0.2507278579651875
