season,match_id,team,player,player_normalized,position,minutes,shots,xg,goals,passes,key_passes,crosses,pressures,fouls,interceptions,tackles,cards
2022,3857300,Argentina,Lionel Andrés Messi Cuccittini,lionel andres messi cuccittini,Right Center Forward,90,4.0,1.070924102,1.0,46.0,3.0,2.0,7.0,1.0,0.0,0.0,0.0
2022,3857300,Argentina,Enzo Fernandez,enzo fernandez,Left Defensive Midfield,32,1.0,0.036932193,0.0,38.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2022,3857300,Argentina,Alejandro Darío Gómez,alejandro dario gomez,Left Midfield,58,1.0,0.011924569,0.0,25.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0
2022,3857300,Argentina,Marcos Javier Acuña,marcos javier acuna,Left Back,20,0.0,0.0,0.0,23.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0
2022,3857300,Argentina,Cristian Gabriel Romero,cristian gabriel romero,Right Center Back,58,0.0,0.0,0.0,61.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0
2022,3857300,Argentina,Damián Emiliano Martínez,damian emiliano martinez,Goalkeeper,90,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,3857300,Argentina,Nicolás Alejandro Tagliafico,nicolas alejandro tagliafico,Left Back,70,1.0,0.63619345,0.0,34.0,0.0,0.0,12.0,0.0,2.0,2.0,0.0
2022,3857300,Argentina,Nahuel Molina Lucero,nahuel molina lucero,Right Back,90,0.0,0.0,0.0,68.0,1.0,1.0,10.0,1.0,0.0,2.0,0.0
2022,3857300,Argentina,Lautaro Javier Martínez,lautaro javier martinez,Left Center Forward,90,2.0,0.164921135,0.0,16.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
2022,3857300,Argentina,Lisandro Martínez,lisandro martinez,Right Center Back,32,1.0,0.33156127,0.0,32.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
2022,3857300,Argentina,Julián Álvarez,julian alvarez,Left Midfield,32,1.0,0.061390053,0.0,8.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0
2022,3857300,Argentina,Nicolás Hernán Otamendi,nicolas hernan otamendi,Left Center Back,90,1.0,0.048093256,0.0,89.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0
2022,3857300,Argentina,Ángel Fabián Di María Hernández,angel fabian di maria hernandez,Right Midfield,90,2.0,0.079152665,0.0,41.0,2.0,9.0,10.0,0.0,0.0,1.0,0.0
2022,3857300,Argentina,Leandro Daniel Paredes,leandro daniel paredes,Left Defensive Midfield,58,0.0,0.0,0.0,57.0,1.0,0.0,13.0,1.0,2.0,3.0,0.0
