fixture_id,event_slug,event_title,market_id,sports_market_type,group_item_title,question,outcome_0,outcome_1,token_0,token_1,market_volume,market_liquidity,gamma_best_bid,gamma_best_ask,fee_rate,tick_size,accepting_orders,outcome_0_ask,outcome_0_bid,outcome_0_spread,outcome_0_ask_depth_best_usd,outcome_0_ask_depth_2c_usd,outcome_0_bid_depth_best_usd,outcome_1_ask,outcome_1_bid,outcome_1_spread,outcome_1_ask_depth_best_usd,outcome_1_ask_depth_2c_usd,outcome_1_bid_depth_best_usd,side,model_probability,scenario_p10,scenario_p90,ask,bid,spread,estimated_fee,central_net_edge,robust_edge,required_edge,max_entry,depth_2c_usd,external_probability,external_validation_source,external_conflict_reason,lineup_pending_reason,player_data_quality_reason,decision,stake_per_10k
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944335,soccer_player_shots,William Saliba: 1+ shots,William Saliba: 1+ shots,Yes,No,40436275752814251276269201155380862770171716719854911523787348132143118755907,89194654988061344270519934988004328157751335370480812210319622070655448773841,2115.120009,48517.39443,0.004,0.006,0.05,0.001,True,0.006,0.004,0.002,9.13044,44.268840000000004,0.45192000000000004,0.996,0.994,0.0020000000000000018,112.52808,4156.94508,1512.60956,No,1.0,1.0,1.0,0.996,0.994,0.002,0.000199,0.003801,-0.036199,0.12,0.833,4156.95,,,,Projected appearance probability is only 0.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944336,soccer_player_shots,William Saliba: 2+ shots,William Saliba: 2+ shots,Yes,No,112431935026248825738602206021210658142382024099219684462999101470778510905387,81515044904085691291173594133163412095642290043180640578363296672490708759577,2349,33685.78166,0.001,0.002,0.05,0.001,True,0.002,0.001,0.001,0.8992000000000001,7.4982,0.04,0.999,0.998,0.0010000000000000009,39.96,39.96,448.7008,No,1.0,1.0,1.0,0.999,0.998,0.001,5e-05,0.00095,-0.03905,0.12,0.833,39.96,,,,Projected appearance probability is only 0.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944626,soccer_player_shots,Aurélien Tchouameni: 2+ shots,Aurélien Tchouameni: 2+ shots,Yes,No,59190807068534156940139467250264945854866637909688298218243937739613855470211,40176728682219500280630312782312451425715454384395997597475371719097141170590,0,7667.0979,0.05,0.26,0.05,0.01,True,0.25,0.05,0.2,12.5,16.4806,0.40800000000000003,0.95,0.75,0.19999999999999996,7.752,232.11960000000002,37.5,No,0.996777,0.996542,0.99781,0.95,0.75,0.2,0.002375,0.044402,0.004167,0.12,0.829,232.12,,,,Projected appearance probability is only 12.0%; wait for the official XI.,,WATCH,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944627,soccer_player_shots,Aurélien Tchouameni: 3+ shots,Aurélien Tchouameni: 3+ shots,Yes,No,74781302519288501509707289087068634810260354702570395811161375581275907417114,59759981019316998020037205148688083418601896535887391226096651049917664187658,5,7809.93739,0.016,0.116,0.05,0.001,True,0.118,0.017,0.10099999999999999,12.744,259.82399999999996,0.24055,0.983,0.882,0.10099999999999998,13.90945,2363.00003,95.256,No,0.999735,0.999705,0.999849,0.983,0.882,0.101,0.000836,0.0159,-0.024131,0.12,0.832,2363.0,,,,Projected appearance probability is only 12.0%; wait for the official XI.,,WATCH,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944628,soccer_player_shots,Aurélien Tchouameni: 4+ shots,Aurélien Tchouameni: 4+ shots,Yes,No,367952539431560634549749619134338119499376065077398294360972331883429098107,10266974470492508210124360442859697845128831012732567352037359281341249698625,5,11457.93497,0.01,0.04,0.05,0.001,True,0.04,0.01,0.03,30.9156,131.6484,1.5862,0.99,0.96,0.030000000000000027,157.0338,2668.9799,741.9744,No,0.999984,0.999981,0.999992,0.99,0.96,0.03,0.000495,0.009489,-0.030514,0.12,0.833,2668.98,,,,Projected appearance probability is only 12.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944629,soccer_player_shots,Bradley Barcola: 1+ shots,Bradley Barcola: 1+ shots,Yes,No,73677175493740486762407142184105470932206192081636237756068075254262729009028,347253017706255242523294235683548924877039140118128071384294502777571681930,159.641911,6929.3824,0.52,0.54,0.05,0.01,True,0.53,0.52,0.010000000000000009,63.6,80.1,5.2,0.48,0.47,0.010000000000000009,4.8,4.8,56.4,No,0.58752,0.578995,0.638715,0.48,0.47,0.01,0.01248,0.09504,0.046515,0.12,0.406,4.8,,,,Projected appearance probability is only 62.0%; wait for the official XI.,,WATCH,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944630,soccer_player_shots,Bradley Barcola: 2+ shots,Bradley Barcola: 2+ shots,Yes,No,97077497918945998579446230289462532532152832937908473246799709715206249696646,112995727473478635492993478428628917601581402582832483548685885707438659367575,642.141576,11458.6364,0.19,0.2,0.05,0.01,True,0.2,0.19,0.010000000000000009,0.136,0.136,75.354,0.81,0.8,0.010000000000000009,321.24600000000004,418.44730000000004,0.544,No,0.814649,0.805036,0.862943,0.81,0.8,0.01,0.007695,-0.003046,-0.052659,0.12,0.633,418.45,,,,Projected appearance probability is only 62.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944631,soccer_player_shots,Bradley Barcola: 3+ shots,Bradley Barcola: 3+ shots,Yes,No,30032960194143265790595771612771856240291187552481322162668794500871761963787,107549740356774235645060889925413490408255003553063133019037698264564059763097,30.509999999999998,7621.4882,0.03,0.2,0.05,0.01,True,0.19,0.02,0.17,9.5,9.5,0.7812000000000001,0.98,0.81,0.16999999999999993,38.278800000000004,263.8602,40.5,No,0.938944,0.933522,0.961954,0.98,0.81,0.17,0.00098,-0.042036,-0.087458,0.12,0.764,263.86,,,,Projected appearance probability is only 62.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944632,soccer_player_shots,Bradley Barcola: 4+ shots,Bradley Barcola: 4+ shots,Yes,No,20007877199826740328236936408172285237776555244676941669572184739135399778287,81161689086862146076921878610971242288761405501432950548144619628003958681437,5,8203.73069,0.012,0.078,0.05,0.001,True,0.078,0.012,0.066,23.4,23.4,0.35736,0.988,0.922,0.06599999999999995,29.42264,2404.07504,276.6,No,0.984291,0.982251,0.991671,0.988,0.922,0.066,0.000593,-0.004302,-0.046341,0.12,0.814,2404.08,,,,Projected appearance probability is only 62.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944633,soccer_player_shots,Bradley Barcola: 5+ shots,Bradley Barcola: 5+ shots,Yes,No,60685441085228883435429135439448377697043590847250629416040416571333030091366,82483706904292620268656155129094590554872205406469157563176585383318778787819,0,10245.22252,0.01,0.067,0.05,0.001,True,0.067,0.01,0.057,5.025,171.994,0.1,0.99,0.933,0.05699999999999994,9.9,2022.885,69.97500000000001,No,0.996699,0.996123,0.998491,0.99,0.933,0.057,0.000495,0.006204,-0.034372,0.12,0.829,2022.88,,,,Projected appearance probability is only 62.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944634,soccer_player_shots_on_target,Adrien Rabiot: 1+ shots on target,Adrien Rabiot: 1+ shots on target,Yes,No,93337159573104414646933864024705564055541108848811221087303771066826547612137,97937306141078657284231199760322982260840345633081573614147081867077750895648,0,8696.4398,0.23,0.25,0.05,0.01,True,0.25,0.23,0.01999999999999999,62.75,230.0868,184.207,0.77,0.75,0.020000000000000018,616.693,1006.615,188.25,No,0.98346,0.982886,0.986424,0.77,0.75,0.02,0.008855,0.204605,0.164031,0.12,0.815,1006.62,,,,Projected appearance probability is only 12.0%; wait for the official XI.,,WATCH,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944635,soccer_player_shots_on_target,Adrien Rabiot: 2+ shots on target,Adrien Rabiot: 2+ shots on target,Yes,No,35989095986308605145260025172742687722548039617439614457829601639309153335980,98598203919892432493090430571387266111600799042009873624739543444128349185760,0,2739.3849,0.01,0.18,0.05,0.01,True,0.18,0.01,0.16999999999999998,9.0,96.5,0.1,0.99,0.82,0.17000000000000004,9.9,9.9,41.0,No,0.998804,0.998716,0.999187,0.99,0.82,0.17,0.000495,0.008309,-0.031779,0.12,0.831,9.9,,,,Projected appearance probability is only 12.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944636,soccer_player_shots_on_target,Anthony Gordon: 1+ shots on target,Anthony Gordon: 1+ shots on target,Yes,No,112484232828051266237739275831896145223066578728055727490988772590392267092052,83672685431258088685099708147345932399618754218569473524305870184145785607930,0,15.12,0.03,0.93,0.05,0.01,True,0.93,0.03,0.9,66.4299,66.4299,0.48,0.97,0.07,0.8999999999999999,15.52,223.42000000000002,5.000100000000001,No,0.505974,0.493912,0.577854,0.97,0.07,0.9,0.001455,-0.465481,-0.517543,0.12,0.322,223.42,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944637,soccer_player_shots_on_target,Anthony Gordon: 2+ shots on target,Anthony Gordon: 2+ shots on target,Yes,No,50280483411622352745991612439505092297628802938302578576764158122691683727577,92802771348703446702911430451944933770482410728134965648212333177579976456728,0,14.6598,0.01,0.69,0.05,0.01,True,0.69,0.01,0.6799999999999999,11.129699999999998,11.129699999999998,2.1,0.99,0.31,0.6799999999999999,207.9,207.9,5.000299999999999,No,0.850679,0.842217,0.893125,0.99,0.31,0.68,0.000495,-0.139816,-0.188278,0.12,0.671,207.9,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944638,soccer_player_shots_on_target,Anthony Gordon: 3+ shots on target,Anthony Gordon: 3+ shots on target,Yes,No,44704083562999890649322497342647720010311284479221188271049636194181901521119,72811669804480686274020456905342085491685902152735826169517249666571622970461,0,8567.77276,0.01,0.04,0.05,0.001,True,0.04,0.01,0.03,25.8484,36.189220000000006,0.1,0.99,0.96,0.030000000000000027,9.9,2027.88,620.3616000000001,Yes,0.031903,0.019249,0.034871,0.04,0.01,0.03,0.00192,-0.010017,-0.062671,0.12,0.0,36.19,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944639,soccer_player_shots_on_target,Aurélien Tchouameni: 1+ shots on target,Aurélien Tchouameni: 1+ shots on target,Yes,No,56411387751580230166129436313425694642380459191384361064564640404295704939852,6065770501937808131458389363772738444406818076022058559076825004641018783780,0,14.6593,0.01,0.83,0.05,0.01,True,0.83,0.01,0.82,24.4103,24.4103,2.1,0.99,0.17,0.82,207.9,207.9,4.999700000000001,No,0.988895,0.988499,0.990925,0.99,0.17,0.82,0.000495,-0.0016,-0.041996,0.12,0.821,207.9,,,,Projected appearance probability is only 12.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944640,soccer_player_shots_on_target,Aurélien Tchouameni: 2+ shots on target,Aurélien Tchouameni: 2+ shots on target,Yes,No,5987906573121267748626699260398662783309145723628185265956691998199761643382,110680634632249399013413064641348261987039421100991632459758586822020432829017,0,24.6545,0.03,0.58,0.05,0.01,True,0.58,0.03,0.5499999999999999,6.902,24.1654,6.0,0.97,0.42,0.55,194.0,203.9,4.998,No,0.99947,0.99943,0.999642,0.97,0.42,0.55,0.001455,0.028015,-0.012025,0.12,0.832,203.9,,,,Projected appearance probability is only 12.0%; wait for the official XI.,,WATCH,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944641,soccer_player_shots_on_target,Bradley Barcola: 1+ shots on target,Bradley Barcola: 1+ shots on target,Yes,No,40677949452413762534753870119521476607237286909326875202605685116219008524688,61998685373568184800403902460389667756415807949622844479072607507097859563399,0,4126.8241,0.42,0.44,0.05,0.01,True,0.44,0.42,0.020000000000000018,235.76080000000002,408.9298,222.6378,0.58,0.56,0.019999999999999907,307.4522,660.1188,300.05920000000003,No,0.754326,0.747339,0.792526,0.58,0.56,0.02,0.01218,0.162146,0.115159,0.12,0.575,660.12,,,,Projected appearance probability is only 62.0%; wait for the official XI.,,WATCH,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944642,soccer_player_shots_on_target,Bradley Barcola: 2+ shots on target,Bradley Barcola: 2+ shots on target,Yes,No,112250245063269320900543192976531597820860393303474718576274115361112126359291,33305676457896502085269083472348401565529937198176587295237164766993610562056,0,14.6597,0.01,0.79,0.05,0.01,True,0.79,0.01,0.78,18.8099,18.8099,2.1,0.99,0.21,0.78,207.9,207.9,5.0001,No,0.943208,0.939581,0.959981,0.99,0.21,0.78,0.000495,-0.047287,-0.090914,0.12,0.77,207.9,,,,Projected appearance probability is only 62.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944643,soccer_player_shots_on_target,Bradley Barcola: 3+ shots on target,Bradley Barcola: 3+ shots on target,Yes,No,77799513151889410408874697239216426774044980883638475882157719952705801263735,2451868786919547496295621962553449715849798860072992296547351901705539155826,0,14.6576,0.01,0.58,0.05,0.01,True,0.58,0.01,0.57,6.902,6.902,2.1,0.99,0.42,0.5700000000000001,207.9,207.9,4.998,No,0.990862,0.989921,0.994579,0.99,0.42,0.57,0.000495,0.000367,-0.040574,0.12,0.822,207.9,,,,Projected appearance probability is only 62.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944644,soccer_player_shots_on_target,Bradley Barcola: 4+ shots on target,Bradley Barcola: 4+ shots on target,Yes,No,84894917785643445123175543857911141464232365274768135763114952234685743933474,113417307091479815175377901179779479759678788586357868462325314625255338686923,10.41,8713.88043,0.02,0.049,0.05,0.001,True,0.049,0.02,0.029,0.735,31.2518,4.3566,0.98,0.951,0.029000000000000026,213.4734,632.2551,14.264999999999999,No,0.998878,0.998715,0.999432,0.98,0.951,0.029,0.00098,0.017898,-0.022265,0.12,0.831,632.26,,,,Projected appearance probability is only 62.0%; wait for the official XI.,,WATCH,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944645,soccer_player_shots_on_target,Dayot Upamecano: 1+ shots on target,Dayot Upamecano: 1+ shots on target,Yes,No,98139595202937108112619240787614674146305251104050438979323531059681697975008,49510723785811681941886441440276700141739335596823296663007826228876095647614,0,1033.8564,0.01,0.27,0.05,0.01,True,0.27,0.01,0.26,13.5,141.5,0.1,0.99,0.73,0.26,9.9,9.9,36.5,No,0.99681,0.996692,0.997409,0.99,0.73,0.26,0.000495,0.006315,-0.033803,0.12,0.829,9.9,,,,Projected appearance probability is only 12.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944646,soccer_player_shots_on_target,Declan Rice: 1+ shots on target,Declan Rice: 1+ shots on target,Yes,No,7525667130828901496244736966568355532897269483231200430706659187966781190984,14233662971401671265883066740807951939123013689352481603515618123059788448608,0,14.6434,0.01,0.89,0.05,0.01,True,0.89,0.01,0.88,40.450500000000005,40.450500000000005,2.1,0.99,0.11,0.88,207.9,207.9,4.9995,No,0.736976,0.729016,0.781609,0.99,0.11,0.88,0.000495,-0.253519,-0.301479,0.12,0.556,207.9,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944647,soccer_player_shots_on_target,Declan Rice: 2+ shots on target,Declan Rice: 2+ shots on target,Yes,No,46019490388874746083269768652130419376970491088988255411872010973237314862018,68615902823390025938133658590841872130106894151791670063822493662756723286942,0,14.80055,0.01,0.62,0.05,0.001,True,0.62,0.01,0.61,8.1592,8.1592,0.1,0.99,0.38,0.61,9.9,2077.83,5.0008,No,0.961901,0.959399,0.973746,0.99,0.38,0.61,0.000495,-0.028594,-0.071096,0.12,0.791,2077.83,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944648,soccer_player_shots_on_target,Désiré Doué: 1+ shots on target,Désiré Doué: 1+ shots on target,Yes,No,71948122644209302412150794315852179657551201457737988998936381883487353144518,90251818642366911710533759816568310229778710682210788595011126567945597217815,0,235.6595,0.06,0.73,0.05,0.01,True,0.73,0.06,0.6699999999999999,36.5,371.5,4.9998,0.94,0.27,0.6699999999999999,78.33019999999999,87.83019999999999,13.5,Yes,0.55437,0.488626,0.565252,0.73,0.06,0.67,0.009855,-0.185485,-0.291229,0.12,0.317,371.5,,,,Projected appearance probability is only 82.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944649,soccer_player_shots_on_target,Désiré Doué: 2+ shots on target,Désiré Doué: 2+ shots on target,Yes,No,24160388625031788720687147025143612796354935130056475364162250656663089090006,18762741570611901181300188883688316728229132179426173247427790148313930387749,0,247.6595,0.01,0.4,0.05,0.01,True,0.4,0.01,0.39,160.0,160.0,0.1,0.99,0.6,0.39,9.9,9.9,240.0,Yes,0.254951,0.190795,0.267567,0.4,0.01,0.39,0.012,-0.157049,-0.261205,0.12,0.029,160.0,,,,Projected appearance probability is only 82.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944650,soccer_player_shots_on_target,Désiré Doué: 3+ shots on target,Désiré Doué: 3+ shots on target,Yes,No,55504492604464569079110503338854164187319000364187882218940300890149741633043,95506900033070249566534323037990998347358198429126419678892485732544307604323,0,393.6591,0.01,0.22,0.05,0.01,True,0.22,0.01,0.21,1.4102000000000001,120.4102,0.1,0.99,0.78,0.20999999999999996,9.9,9.9,4.9998000000000005,No,0.9138,0.906486,0.945401,0.99,0.78,0.21,0.000495,-0.076695,-0.124009,0.12,0.736,9.9,,,,Projected appearance probability is only 82.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944651,soccer_player_shots_on_target,Désiré Doué: 4+ shots on target,Désiré Doué: 4+ shots on target,Yes,No,39224139521205940927830519597463255425314598604323891273761018544200341683748,103436231106854027621495810522365494486745913289659380610976581081326521173121,0,6.1597,0.02,0.97,0.05,0.01,True,0.97,0.02,0.95,16.2184,278.5303,0.5,0.98,0.03,0.95,24.5,232.4,0.5015999999999999,No,0.977206,0.974378,0.987678,0.98,0.03,0.95,0.00098,-0.003774,-0.046602,0.12,0.806,232.4,,,,Projected appearance probability is only 82.0%; wait for the official XI.,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944652,soccer_player_shots_on_target,Elliot Anderson: 1+ shots on target,Elliot Anderson: 1+ shots on target,Yes,No,74793635977401915527893050308103628941452470445714289804179933268485971702292,23776778580046903477133545251110531272805308840678329708127139268688281291021,0,4701.4742,0.16,0.18,0.05,0.01,True,0.18,0.16,0.01999999999999999,45.18,368.4513,156.416,0.84,0.82,0.020000000000000018,821.184,1532.2939999999999,205.82,Yes,0.309688,0.258484,0.318724,0.18,0.16,0.02,0.00738,0.122308,0.031104,0.12,0.094,368.45,,,,,,WATCH,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944653,soccer_player_shots_on_target,Elliot Anderson: 2+ shots on target,Elliot Anderson: 2+ shots on target,Yes,No,59991902107706823831008748582248743595476308861125764781569541034869298542575,100570080123328149300342013558315283481221257734609014192029234094704431145423,260.989125,1500.7294,0.02,0.56,0.05,0.01,True,0.56,0.02,0.54,6.3616,22.264599999999998,6.0,0.98,0.44,0.54,294.0,303.9,4.9984,No,0.946149,0.942701,0.962641,0.98,0.44,0.54,0.00098,-0.034831,-0.078279,0.12,0.773,303.9,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944654,soccer_player_shots_on_target,Ezri Konsa: 1+ shots on target,Ezri Konsa: 1+ shots on target,Yes,No,88041123353394970897085615086953914841757913230345514314311468272800260671287,40759350391502167017745927276987129839646287644800432960455809115353386214881,0,2283.2496,0.01,0.25,0.05,0.01,True,0.25,0.01,0.24,12.5,131.5,2.1,0.99,0.75,0.24,207.9,207.9,37.5,No,0.905955,0.902769,0.923241,0.99,0.75,0.24,0.000495,-0.08454,-0.127726,0.12,0.732,207.9,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944655,soccer_player_shots_on_target,Harry Kane: 1+ shots on target,Harry Kane: 1+ shots on target,Yes,No,80859690297819559617992075277369279069178406363748840761162257014079744393980,112106379010297813514827539791592637268464248068484375820484620758137361072402,0,1932.7861,0.37,0.77,0.05,0.01,True,0.77,0.37,0.4,38.5,391.5,4.9986999999999995,0.63,0.23,0.4,8.5113,8.5113,11.5,Yes,0.716568,0.635973,0.72886,0.77,0.37,0.4,0.008855,-0.062287,-0.182882,0.12,0.463,391.5,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944656,soccer_player_shots_on_target,Harry Kane: 2+ shots on target,Harry Kane: 2+ shots on target,Yes,No,77154179123174493330025912969335971892471630593397197131359564274917261203572,99180700190032235004315358025944828714168901627720891205309955614969339138051,0,4739.4834,0.02,0.42,0.05,0.01,True,0.42,0.02,0.39999999999999997,42.0,696.0,0.5,0.98,0.58,0.4,24.5,232.4,57.99999999999999,Yes,0.359221,0.271574,0.375176,0.42,0.02,0.4,0.01218,-0.072959,-0.200606,0.12,0.106,696.0,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944657,soccer_player_shots_on_target,Harry Kane: 3+ shots on target,Harry Kane: 3+ shots on target,Yes,No,9863893111317927672570222222556879969161786536111059276408009496306571566813,101462494872353682009111583975446627073626530296483048959143722328624771813970,0,2613.4321,0.01,0.23,0.05,0.01,True,0.24,0.01,0.22999999999999998,60.0,162.0,0.1,0.99,0.76,0.22999999999999998,9.9,9.9,190.0,No,0.866046,0.855689,0.914172,0.99,0.76,0.23,0.000495,-0.124449,-0.174806,0.12,0.684,9.9,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944658,soccer_player_shots_on_target,Harry Kane: 4+ shots on target,Harry Kane: 4+ shots on target,Yes,No,101216810344289940886909472225782181533698696024901919183560771034593603435786,27599021452863822009611978969454136344422880678374420449176499812584519253553,0,8804.6916,0.01,0.04,0.05,0.001,True,0.04,0.01,0.03,25.8484,45.889540000000004,0.1,0.99,0.96,0.030000000000000027,9.9,2027.88,620.3616000000001,Yes,0.039282,0.021498,0.043766,0.04,0.01,0.03,0.00192,-0.002638,-0.060422,0.12,0.0,45.89,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944659,soccer_player_shots_on_target,Jude Bellingham: 1+ shots on target,Jude Bellingham: 1+ shots on target,Yes,No,73488275409823826499819791949264003612116316585863076461707290191974446918757,7554289456019771942884846280641745775188432112267851465288104735011787239445,0,2827.7933,0.07,0.67,0.05,0.01,True,0.67,0.07,0.6000000000000001,67.0,889.0,5.000100000000001,0.93,0.33,0.6000000000000001,66.4299,75.9299,33.0,Yes,0.53734,0.462085,0.549785,0.67,0.07,0.6,0.011055,-0.143715,-0.25897,0.12,0.291,889.0,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944660,soccer_player_shots_on_target,Jude Bellingham: 2+ shots on target,Jude Bellingham: 2+ shots on target,Yes,No,88733387422716084996652161844038029278866640542041950237233072354750001345994,27477587299414881825989386702964865977811433548973725398777864438590992714111,0,12.7354,0.01,0.82,0.05,0.01,True,0.82,0.01,0.8099999999999999,22.7796,22.7796,0.1,0.99,0.18,0.81,9.9,9.9,5.0004,No,0.819261,0.809385,0.8695,0.99,0.18,0.81,0.000495,-0.171234,-0.22111,0.12,0.637,9.9,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944661,soccer_player_shots_on_target,Jude Bellingham: 3+ shots on target,Jude Bellingham: 3+ shots on target,Yes,No,7570819437795548942756788839140625787857461587777473098004510278926282784920,22454076683686203823848330071908328051734418356501943826798966749004674659819,0,12.6583,0.01,0.63,0.05,0.01,True,0.63,0.01,0.62,8.5113,8.5113,0.1,0.99,0.37,0.62,9.9,9.9,4.9986999999999995,No,0.956689,0.952768,0.973621,0.99,0.37,0.62,0.000495,-0.033806,-0.077727,0.12,0.784,9.9,,,,,,PASS,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944662,soccer_player_shots_on_target,Jules Koundé: 1+ shots on target,Jules Koundé: 1+ shots on target,Yes,No,5938175810189306107822653567213565983965470872260204846956184644108182260157,74290470596562531997431935474605735096104935884455342312803171428172131178601,10.87,255.09979,0.06,0.08,0.05,0.001,True,0.08,0.06,0.020000000000000004,20.080000000000002,20.080000000000002,15.059999999999999,0.94,0.92,0.019999999999999907,235.94,235.94,230.92000000000002,Yes,0.100097,0.081861,0.103649,0.08,0.06,0.02,0.00368,0.016417,-0.041819,0.12,0.0,20.08,,,,,,WATCH,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944663,soccer_player_shots_on_target,Kylian Mbappé: 1+ shots on target,Kylian Mbappé: 1+ shots on target,Yes,No,26607206120245566310181276689830249858981864544038392304116196977728762103973,50983672592226318853255359330688855035858831265363211482434011745609634184389,129.20946199999997,263.5792,0.67,0.7,0.05,0.01,True,0.7,0.67,0.029999999999999916,3.5,3.5,4.998200000000001,0.33,0.3,0.030000000000000027,2.4618,2.4618,1.5,Yes,0.835688,0.770163,0.845109,0.7,0.67,0.03,0.0105,0.125188,0.019663,0.12,0.598,3.5,,,,,,WATCH,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944664,soccer_player_shots_on_target,Kylian Mbappé: 2+ shots on target,Kylian Mbappé: 2+ shots on target,Yes,No,13070852594991303334749031895570077078121808405639690584151785511467385704620,29609827535257067442996213536195589488671786275832829615449289189147857890004,333.992394,2175.1261,0.43,0.65,0.05,0.01,True,0.65,0.43,0.22000000000000003,24.284,164.70180000000002,9.073,0.57,0.35,0.21999999999999997,12.027,40.11,13.075999999999999,No,0.429865,0.410712,0.541237,0.57,0.35,0.22,0.012255,-0.15239,-0.211543,0.12,0.241,40.11,,,,,,PASS,0
