fixture_id,event_slug,event_title,market_id,sports_market_type,group_item_title,question,outcome_0,outcome_1,token_0,token_1,market_volume,market_liquidity,gamma_best_bid,gamma_best_ask,fee_rate,tick_size,accepting_orders,outcome_0_ask,outcome_0_bid,outcome_0_spread,outcome_0_ask_depth_best_usd,outcome_0_ask_depth_2c_usd,outcome_0_bid_depth_best_usd,outcome_1_ask,outcome_1_bid,outcome_1_spread,outcome_1_ask_depth_best_usd,outcome_1_ask_depth_2c_usd,outcome_1_bid_depth_best_usd,side,model_probability,scenario_p10,scenario_p90,ask,bid,spread,estimated_fee,central_net_edge,robust_edge,required_edge,max_entry,depth_2c_usd,external_probability,external_validation_source,external_conflict_reason,lineup_pending_reason,player_data_quality_reason,decision,stake_per_10k
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-halftime-result,Spain vs. Argentina - Halftime Result,2942005,soccer_halftime_result,Argentina,Argentina leading at halftime?,Yes,No,20664793222331339343552998267820854019645651559348706346914375656718469924729,50224683305525930795637556259236786272907665223902846135542340441464287900745,4920.556575000002,231785.7518,0.21,0.22,0.05,0.01,True,0.22,0.21,0.010000000000000009,12082.07,21882.1088,353.01,0.79,0.78,0.010000000000000009,1327.99,63891.277200000004,42836.43,Yes,0.243236,0.2232,0.262562,0.22,0.21,0.01,0.00858,0.014656,-0.02338,0.04,0.158,21882.11,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-second-half-result,Spain vs. Argentina - Second Half Result,2942006,soccer_second_half_result,Spain,Spain to win the second half?,Yes,No,105939212437102202833913457556054935614168622874084087446115067861779128457956,23218786246020293905333474773382417683136263949066492185961095523252018618652,1648.5377999999998,109952.0984,0.33,0.36,0.05,0.01,True,0.36,0.33,0.02999999999999997,228.6396,778.5615,302.2437,0.67,0.64,0.030000000000000027,613.6463,2664.6699,406.47040000000004,No,0.709649,0.686509,0.730447,0.67,0.64,0.03,0.011055,0.028594,-0.012546,0.04,0.616,2664.67,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-second-half-result,Spain vs. Argentina - Second Half Result,2942007,soccer_second_half_result,Draw,Spain vs. Argentina: Second half draw?,Yes,No,96971411701036318269404639535897220026875646216565699305789706527902230545440,14678681355115503843176242219100846521080162753034217854185247120562389412867,428.532695,88146.7379,0.37,0.38,0.05,0.01,True,0.38,0.37,0.010000000000000009,9.5,856.9961000000001,103.74799999999999,0.63,0.62,0.010000000000000009,176.652,523.6831,15.5,Yes,0.440213,0.405062,0.469918,0.38,0.37,0.01,0.01178,0.048433,-0.004718,0.04,0.335,857.0,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-second-half-result,Spain vs. Argentina - Second Half Result,2942008,soccer_second_half_result,Argentina,Argentina to win the second half?,Yes,No,92398664276034606727217378427887667955317773344409043285643991870750709654075,2079772460783102876680714723754512283737636997253510656470916509423373186373,8813.199655,94398.6074,0.28,0.29,0.05,0.01,True,0.29,0.28,0.009999999999999953,459.65,1659.9850000000001,49.3528,0.72,0.71,0.010000000000000009,126.90719999999999,1351.0671,1125.35,No,0.730564,0.712798,0.747187,0.72,0.71,0.01,0.01008,0.000484,-0.035282,0.04,0.643,1351.07,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942009,soccer_exact_score,Spain 0 - 0 Argentina,Exact Score: Spain 0 - 0 Argentina?,Yes,No,81549293522926834217196813449020148539241513751484223259159114469711911824316,105131637194402927882857711341679712688698913278320313966910923046884205545649,43379.33072099999,1647593.4125,0.1,0.11,0.05,0.01,True,0.11,0.1,0.009999999999999995,101622.1547,200467.17849999998,8917.633,0.9,0.89,0.010000000000000009,80258.697,118812.2768,822215.6153000001,Yes,0.13616,0.101989,0.171309,0.11,0.1,0.01,0.004895,0.021265,-0.037906,0.065,0.011,200467.18,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942010,soccer_exact_score,Spain 0 - 1 Argentina,Exact Score: Spain 0 - 1 Argentina?,Yes,No,44745496501222841727631055299580565730260078104743395625344679668446804748261,9315261753215457668569501926418745411616198632712838640504976861465067073909,68564.89652500002,2238571.0365,0.08,0.09,0.05,0.01,True,0.09,0.08,0.009999999999999995,115326.2547,218298.32390000002,7536.5632,0.92,0.91,0.010000000000000009,86670.4768,130083.0429,1166076.5753000001,Yes,0.120196,0.099671,0.135616,0.09,0.08,0.01,0.004095,0.026101,-0.019424,0.065,0.009,218298.32,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942011,soccer_exact_score,Spain 1 - 0 Argentina,Exact Score: Spain 1 - 0 Argentina?,Yes,No,36284631190512394140314037549741121782871517320465510133598056044713226666250,45532354621305932937190196097170933475055093463758992985271554027450114042897,112630.5261679995,1839060.1324,0.11,0.12,0.05,0.01,True,0.12,0.11,0.009999999999999995,51121.294799999996,255841.0903,9002.686000000002,0.89,0.88,0.010000000000000009,72839.914,120773.05960000001,374889.4952,Yes,0.127551,0.106771,0.143433,0.12,0.11,0.01,0.00528,0.002271,-0.043509,0.065,0.015,255841.09,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942012,soccer_exact_score,Spain 0 - 2 Argentina,Exact Score: Spain 0 - 2 Argentina?,Yes,No,47145578323451058779403614719457551996653409901966195623142669480376673877090,46814744040327909045077123830469972958842988519470688298076989755729925747993,141135.21337199977,528941.65138,0.04,0.041,0.05,0.001,True,0.041,0.04,0.0010000000000000009,5073.95213,20589.767219999998,534.1623999999999,0.96,0.959,0.0010000000000000009,12819.897599999998,58220.127629999995,118680.97786999999,Yes,0.050744,0.046402,0.053018,0.041,0.04,0.001,0.001966,0.007778,-0.021564,0.065,0.0,20589.77,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942013,soccer_exact_score,Spain 1 - 1 Argentina,Exact Score: Spain 1 - 1 Argentina?,Yes,No,42736655376785853871753155043931522511145630893598165634855727846278733514149,61519513815745308865237366567876664659360188214480972005756531829514547913075,98353.13329999997,2659455.0408,0.15,0.16,0.05,0.01,True,0.16,0.15,0.010000000000000009,190527.0496,500309.0788,3883.0784999999996,0.85,0.84,0.010000000000000009,22004.1115,88830.28150000001,1000267.0104,No,0.855376,0.854153,0.863649,0.85,0.84,0.01,0.006375,-0.000999,-0.027222,0.065,0.754,88830.28,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942014,soccer_exact_score,Spain 2 - 0 Argentina,Exact Score: Spain 2 - 0 Argentina?,Yes,No,22254858175513103187588388900033291336771070560809999961721316193141200660957,22893608586228782078354772038228054619714640643126094831956979889813476081650,217812.13693999994,1579099.369,0.07,0.08,0.05,0.01,True,0.08,0.07,0.009999999999999995,3237.9784000000004,147727.2731,25540.874100000005,0.93,0.92,0.010000000000000009,339328.75590000005,384208.40190000006,37236.7516,No,0.943147,0.941273,0.948191,0.93,0.92,0.01,0.003255,0.009892,-0.016982,0.065,0.844,384208.4,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942015,soccer_exact_score,Spain 0 - 3 Argentina,Exact Score: Spain 0 - 3 Argentina?,Yes,No,35289164512036836621533326126064114451858610409336283611332256435522186949436,58281199611700028311622954922299614722293459648127205757837137743802418668533,304237.8251100001,339870.33785,0.012,0.013,0.05,0.001,True,0.013,0.012,0.0009999999999999992,360.38392,4383.58173,104.08368,0.988,0.987,0.0010000000000000009,8569.55632,101045.51273,27361.45608,Yes,0.016671,0.013818,0.018678,0.013,0.012,0.001,0.000642,0.00303,-0.024824,0.065,0.0,4383.58,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942016,soccer_exact_score,Spain 1 - 2 Argentina,Exact Score: Spain 1 - 2 Argentina?,Yes,No,12384785608039901247497028680546060108195625418904439310834182431741545359435,33943426374788577933834234650409034353628286549043800145320636816016760055303,597668.6843209959,2206372.1913,0.06,0.08,0.05,0.01,True,0.07,0.06,0.010000000000000009,909.7109000000002,187351.03199999998,10583.589,0.94,0.93,0.009999999999999898,164869.561,257780.4914,11843.429100000001,Yes,0.069631,0.060638,0.074856,0.07,0.06,0.01,0.003255,-0.003624,-0.037617,0.065,0.0,187351.03,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942017,soccer_exact_score,Spain 2 - 1 Argentina,Exact Score: Spain 2 - 1 Argentina?,Yes,No,79464966601443444211409754239549864715374909947355242456484423943167025371292,45493746872063564096177937323959647647530659113687507849142486516762995679101,725396.5405030001,1844153.6241,0.09,0.1,0.05,0.01,True,0.1,0.09,0.010000000000000009,111182.596,198500.0466,8237.921400000001,0.91,0.9,0.010000000000000009,83294.53860000001,218279.78470000002,1000643.364,No,0.925262,0.917944,0.933298,0.91,0.9,0.01,0.004095,0.011167,-0.021151,0.065,0.82,218279.78,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942018,soccer_exact_score,Spain 3 - 0 Argentina,Exact Score: Spain 3 - 0 Argentina?,Yes,No,9849551241373217468398926116494361037206032495449574957261289531683799404303,6378631776633584701711096755651961644025777081603563784626403545311285914224,889714.8142039999,691086.4143,0.031,0.032,0.05,0.001,True,0.032,0.031,0.0010000000000000009,592.2736,21689.67984,268.57594,0.969,0.968,0.0010000000000000009,8395.16406,411231.57297,17916.2764,No,0.980202,0.977402,0.982891,0.969,0.968,0.001,0.001502,0.0097,-0.0181,0.065,0.882,411231.57,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942019,soccer_exact_score,Spain 1 - 3 Argentina,Exact Score: Spain 1 - 3 Argentina?,Yes,No,28222289354527373762480982537652524035997379204805798075050731984117597182468,105464392408709386724730914760889773033348761488075448055131432680768115768863,567966.4944819992,290994.09105,0.022,0.023,0.05,0.001,True,0.023,0.022,0.0010000000000000009,44.58826,4970.77434,182.43346,0.978,0.977,0.0010000000000000009,8109.99654,116301.34725,1894.03174,No,0.978391,0.973093,0.983069,0.978,0.977,0.001,0.001076,-0.000685,-0.030982,0.065,0.877,116301.35,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942020,soccer_exact_score,Spain 2 - 2 Argentina,Exact Score: Spain 2 - 2 Argentina?,Yes,No,30705778356175131138527811895766002183117548687772523359723445110027329785211,34891371387938701211840591458071323530884822030384779347681535463054581294576,574919.933852001,2145414.7342,0.05,0.06,0.05,0.01,True,0.06,0.05,0.009999999999999995,61699.6674,139702.92710000003,1539.8515,0.95,0.94,0.010000000000000009,29257.178499999998,195369.2561,966628.1226,No,0.952622,0.940184,0.962287,0.95,0.94,0.01,0.002375,0.000247,-0.037191,0.065,0.843,195369.26,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942021,soccer_exact_score,Spain 3 - 1 Argentina,Exact Score: Spain 3 - 1 Argentina?,Yes,No,7021530639078779013734059268307729540470749823782052736997993054767028914999,90697868812610472234346560441302376325910183076355912830906137032174188301710,254620.35916000005,334229.64299,0.037,0.039,0.05,0.001,True,0.039,0.037,0.0020000000000000018,844.7751000000001,10565.533099999999,1146.87013,0.963,0.961,0.0020000000000000018,29849.619870000002,176082.37885,20816.1249,No,0.975731,0.969316,0.980971,0.963,0.961,0.002,0.001782,0.01095,-0.020466,0.065,0.873,176082.38,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942022,soccer_exact_score,Spain 2 - 3 Argentina,Exact Score: Spain 2 - 3 Argentina?,Yes,No,51109306394725090330084656461396328598075978877907267180360989433722055814374,28270659931872148672320983284020103550194403267662738412591930426417805719170,5311166.146359988,2223001.41051,0.028,0.029,0.05,0.001,True,0.029,0.028,0.0010000000000000009,1281.2664,69148.44179,308.22372,0.972,0.971,0.0010000000000000009,10699.76628,511769.18361999997,42890.34200999999,No,0.98362,0.975376,0.988218,0.972,0.971,0.001,0.001361,0.010259,-0.022985,0.065,0.88,511769.18,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942023,soccer_exact_score,Spain 3 - 2 Argentina,Exact Score: Spain 3 - 2 Argentina?,Yes,No,83578876256912836630465568836787043011698561387422220730948431144418924444718,49384164222368191218605127033710312316664748617991737246758669505738720950669,1205172.8078770123,535559.76616,0.022,0.023,0.05,0.001,True,0.023,0.022,0.0010000000000000009,64.48004,11693.89085,134.38941999999997,0.978,0.977,0.0010000000000000009,6776.962979999999,124913.60862,1244.37559,No,0.982607,0.9746,0.987562,0.978,0.977,0.001,0.001076,0.003531,-0.029476,0.065,0.879,124913.61,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942024,soccer_exact_score,Spain 3 - 3 Argentina,Exact Score: Spain 3 - 3 Argentina?,Yes,No,88228649965626685394164426382716859280399843611049553371375616762843144167182,18428656887981140823068577570134033651673411615058872565391929275495865976021,1225980.8563250012,435269.20017,0.009,0.01,0.05,0.001,True,0.011,0.01,0.0009999999999999992,1602.25362,4469.78612,5.4276,0.99,0.989,0.0010000000000000009,537.3324,263754.70837999997,144057.16638,No,0.991396,0.985722,0.99448,0.99,0.989,0.001,0.000495,0.000901,-0.029773,0.065,0.89,263754.71,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-exact-score,Spain vs. Argentina - Exact Score,2942025,soccer_exact_score,Any Other Score,Exact Score: Any Other Score?,Yes,No,112506135920499895973036194948205811788595587475440410000783705571222669619858,115151072969073909238674209070880620860700060256512907416652712296216049269321,76824.524694,1278090.4669,0.04,0.05,0.05,0.01,True,0.05,0.04,0.010000000000000002,6174.7865,83418.3941,19953.89,0.96,0.95,0.010000000000000009,478893.36,510412.26,117320.9435,Yes,0.0474,0.032793,0.076831,0.05,0.04,0.01,0.002375,-0.004975,-0.044582,0.065,0.0,83418.39,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-first-to-score,Spain vs. Argentina - First Team to Score,2942026,soccer_first_to_score,Spain,Spain to score first vs. Argentina?,Yes,No,9442745886371658885992984738892694704152411733298078866606168044613081349804,97171789406634980432007130638998091860312416287731490944838203146022145507770,16996.300814999988,118093.8815,0.53,0.54,0.05,0.01,True,0.54,0.53,0.010000000000000009,9139.251600000001,16125.112400000002,5021.1458,0.47,0.46,0.009999999999999953,4452.7142,5613.3943,7785.2884,No,0.557536,0.535593,0.580758,0.47,0.46,0.01,0.012455,0.075081,0.035138,0.04,0.465,5613.39,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-first-to-score,Spain vs. Argentina - First Team to Score,2942027,soccer_first_to_score,Argentina,Argentina to score first vs. Spain?,Yes,No,91613958020462206796604703490892509074037827032000264303930178637905513667554,52462745552966070037353896544408106239819915353248296777169963883406867728145,4460.5978920000025,101984.6249,0.37,0.38,0.05,0.01,True,0.38,0.37,0.010000000000000009,634.9496,3739.8328,185.0851,0.63,0.62,0.010000000000000009,315.1449,1476.065,1035.9704,Yes,0.421376,0.399316,0.440182,0.38,0.37,0.01,0.01178,0.029596,-0.010464,0.04,0.33,3739.83,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-first-to-score,Spain vs. Argentina - First Team to Score,2942028,soccer_first_to_score,Neither,Spain vs. Argentina: Neither team to score first?,Yes,No,46468009063184382728906236836743754404951837514722945422850096655231290940321,51886558789662081116832110864895092893246044793536840163063722959295768001701,13444.374226000002,116312.8627,0.09,0.1,0.05,0.01,True,0.1,0.09,0.010000000000000009,483.56000000000006,3420.3387000000002,865.17,0.91,0.9,0.010000000000000009,8747.83,90526.76680000001,4352.040000000001,Yes,0.13616,0.101989,0.171309,0.1,0.09,0.01,0.0045,0.03166,-0.020511,0.04,0.041,3420.34,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942064,spreads,Spain (-1.5),Spread: Spain (-1.5),Spain,Argentina,98699639556495089435803820424633193482385080794955683699757392440226749572387,51499791058434329766698297937382776746424415010143258660366209876130116492569,581804.2153420007,409498.8448,0.19,0.2,0.05,0.01,True,0.2,0.19,0.010000000000000009,6459.736000000001,16042.1686,114620.3918,0.81,0.8,0.010000000000000009,488644.8282,532259.5168999999,25838.944000000003,Argentina,0.876627,0.856938,0.894376,0.81,0.8,0.01,0.007695,0.058932,0.021243,0.04,0.79,532259.52,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942065,spreads,Argentina (-1.5),Spread: Argentina (-1.5),Argentina,Spain,27866062221579476928861033428139821414043096358422032545150760258360702553383,102231986809071138728906508208881547976182342159506956488734498410239184870444,87036.85475000003,640725.1446,0.08,0.09,0.05,0.01,True,0.09,0.08,0.009999999999999995,2994.4889999999996,63153.533,1860.6872,0.92,0.91,0.010000000000000009,21397.9028,40292.7512,30277.611,Argentina,0.107611,0.093391,0.123153,0.09,0.08,0.01,0.004095,0.013516,-0.018704,0.04,0.033,63153.53,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942066,spreads,Spain (-2.5),Spread: Spain (-2.5),Spain,Argentina,1558707332570189961820096200955136519582171078932511484380238317309280969172,53983086445102802647455380797667419444136142614376756774917672725334661547690,121605.24269599997,190532.7074,0.06,0.07,0.05,0.01,True,0.07,0.06,0.010000000000000009,1840.7648000000002,3819.8283,3938.5260000000003,0.94,0.93,0.009999999999999898,61703.574,126913.0861,24455.875200000002,Argentina,0.963204,0.951962,0.971669,0.94,0.93,0.01,0.00282,0.020384,-0.008858,0.04,0.889,126913.09,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942067,spreads,Argentina (-2.5),Spread: Argentina (-2.5),Argentina,Spain,49329839933847137508236296569317763424126272037348177295233262183539506102390,95927753836153400849282431012340434441468880940946124526171211637554397656956,65946.27981599995,140947.78591,0.02,0.021,0.05,0.001,True,0.021,0.02,0.0010000000000000009,8.82672,828.8832000000001,175.2976,0.98,0.979,0.0010000000000000009,8589.5824,71402.28375999999,411.49327999999997,Argentina,0.0305,0.023167,0.039407,0.021,0.02,0.001,0.001028,0.008472,-0.016861,0.04,0.0,828.88,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942068,spreads,Spain (-3.5),Spread: Spain (-3.5),Spain,Argentina,91615399910374774632716699707955161093586513472414125784440850426973819044394,32635700868942229311190389374989739093646922876665386023614865459624795467554,75990.39155700001,126781.61093,0.017,0.019,0.05,0.001,True,0.02,0.017,0.002999999999999999,71.1262,570.56519,224.09927000000002,0.983,0.98,0.0030000000000000027,12958.210729999999,52915.411159999996,3485.1838,Argentina,0.991013,0.986653,0.993798,0.983,0.98,0.003,0.000836,0.007178,-0.015182,0.04,0.925,52915.41,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942069,spreads,Argentina (-3.5),Spread: Argentina (-3.5),Argentina,Spain,54844701786035835259029529509138818731759430955520272076143110098426589306237,27715479182877240374926505482638123577644716388119637236285740910613452647386,1160.0530800000004,115066.49138,0.004,0.006,0.05,0.001,True,0.006,0.004,0.002,32.17902,184.81117,7.43536,0.996,0.994,0.0020000000000000018,1851.40464,6431.163439999999,5330.9909800000005,Argentina,0.007056,0.004758,0.010158,0.006,0.004,0.002,0.000298,0.000757,-0.01954,0.04,0.0,184.81,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942070,spreads,Spain (-4.5),Spread: Spain (-4.5),Spain,Argentina,9783484663367771053370513430414927678392183619921668445617744292539553771659,93904992474937854765835464136967512633018200026836946910032791050847665374852,2805.3704369999996,82358.58322,0.004,0.011,0.05,0.001,True,0.011,0.004,0.006999999999999999,16.657079999999997,26.381079999999997,3.0438400000000003,0.996,0.989,0.007000000000000006,757.91616,3624.38474,1497.62292,Argentina,0.9982,0.996587,0.9987,0.996,0.989,0.007,0.000199,0.002001,-0.017613,0.04,0.935,3624.38,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942071,spreads,Argentina (-4.5),Spread: Argentina (-4.5),Argentina,Spain,50566628398671844066086168302979468502494901688337964016203270901568885998503,97749234584173893643480670686521133892631380736811545751163271414470780121700,75343.242748,94982.78806,,0.002,0.05,0.001,True,0.002,,,11.231100000000001,23.36796,0,,0.998,,0,0,5604.3189,,0.001447,,,,,,,,,0.04,,,,,,,,ONE_SIDED_OR_UNQUOTED_PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942072,spreads,Spain (-5.5),Spread: Spain (-5.5),Spain,Argentina,23748597158354846643235421984130201371194669485431024611492995992258659038441,60355982191905787681048665642297423360126574401720213554851134570885746870644,13236.857835999972,115779.37105,,0.002,0.05,0.001,True,0.002,,,5.00092,24.15606,0,,0.998,,0,0,2495.45908,,0.000367,,,,,,,,,0.04,,,,,,,,ONE_SIDED_OR_UNQUOTED_PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942073,spreads,Argentina (-5.5),Spread: Argentina (-5.5),Argentina,Spain,70067327697400826440646334682200786574182675701377529276477192598187627976266,26663200342242369242743664725822228580684130521640679795846882193264809290075,11957.601038000003,123336.2255,,0.001,0.05,0.001,True,0.001,,,32.07781,52.95178,0,,0.999,,0,0,32045.732190000002,,0.000238,,,,,,,,,0.04,,,,,,,,ONE_SIDED_OR_UNQUOTED_PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942074,totals,O/U 0.5,Spain vs. Argentina: O/U 0.5,Over,Under,95825958363807846699086525334115004140149075455134418888294284834103444139805,100899066788087264896991245177978653395891419153169248929857538839728453964270,19950.005031000008,206057.5941,0.89,0.9,0.05,0.01,True,0.9,0.89,0.010000000000000009,115251.804,191326.6302,20765.168500000003,0.11,0.1,0.009999999999999995,2566.4815000000003,8760.9678,12805.756000000001,Under,0.13616,0.101989,0.171309,0.11,0.1,0.01,0.004895,0.021265,-0.024906,0.025,0.062,8760.97,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942075,totals,O/U 1.5,Spain vs. Argentina: O/U 1.5,Over,Under,76487730613685673778526503275712730145438196914922669236000206527286181327605,94444460094130059478461527758124284936643092317254702208374627453626023521088,381472.82894999965,336147.6015,0.69,0.7,0.05,0.01,True,0.7,0.69,0.010000000000000009,60223.716,109539.37419999999,35624.6931,0.31,0.3,0.010000000000000009,16006.846899999999,52232.3824,25810.164,Under,0.383907,0.308747,0.447269,0.31,0.3,0.01,0.010695,0.063212,-0.023948,0.025,0.262,52232.38,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942076,totals,O/U 2.5,Spain vs. Argentina: O/U 2.5,Over,Under,96709369199155811896412708963452696003757852418260689931259227822622759089946,62079784984413523345650422563713547632559798516317866687864953356087521248390,1210033.6204549987,1081789.0987,0.41,0.42,0.05,0.01,True,0.42,0.41,0.010000000000000009,294483.882,570156.6886,63229.347200000004,0.59,0.58,0.010000000000000009,90988.57280000001,159141.66240000003,406668.21799999994,Under,0.636129,0.546162,0.699998,0.59,0.58,0.01,0.012095,0.034034,-0.067933,0.025,0.496,159141.66,0.589,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942077,totals,O/U 3.5,Spain vs. Argentina: O/U 3.5,Over,Under,55402626476150628336189573790876489866083310387667065204313831315980903668019,79463031754212872590735327726896748721117002882760315528874275622377644753131,57675.32961500003,333975.5748,0.22,0.23,0.05,0.01,True,0.23,0.22,0.010000000000000009,14524.585100000002,32690.8167,1512.8916,0.78,0.77,0.010000000000000009,5363.8884,78888.84,48625.784900000006,Under,0.816967,0.7419,0.861793,0.78,0.77,0.01,0.00858,0.028387,-0.05868,0.025,0.694,78888.84,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942078,totals,O/U 4.5,Spain vs. Argentina: O/U 4.5,Over,Under,11495950938209749273971051560503552170700519238704281218794309479744779141493,44191264759697865385135202563380717265798503080774312620323457687658441080107,104995.04142399986,312677.0569,0.1,0.11,0.05,0.01,True,0.11,0.1,0.009999999999999995,3076.3359,10954.260900000001,9590.223,0.9,0.89,0.010000000000000009,86312.007,184970.0779,24890.3541,Under,0.919604,0.870113,0.944273,0.9,0.89,0.01,0.0045,0.015104,-0.046387,0.025,0.825,184970.08,,,,,,WATCH,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942079,totals,O/U 5.5,Spain vs. Argentina: O/U 5.5,Over,Under,39597975841443176908555740378556181319024921993457924597132299006128698383414,45112419386690364734449600494611320250510060938704315852020921265799923273987,27325.701738000014,226266.93685,0.037,0.039,0.05,0.001,True,0.039,0.037,0.0020000000000000018,37.560120000000005,1021.3203100000001,25.12707,0.963,0.961,0.0020000000000000018,653.98293,102735.51377,925.5198800000001,Over,0.032109,0.020576,0.058547,0.039,0.037,0.002,0.001874,-0.008765,-0.032298,0.025,0.0,1021.32,,,,,,PASS,0
fifwc-esp-arg-2026-07-19,fifwc-esp-arg-2026-07-19-more-markets,Spain vs. Argentina - More Markets,2942080,totals,O/U 6.5,Spain vs. Argentina: O/U 6.5,Over,Under,12824531344546423125643023561330753840736159393118539820917597694992566604050,20229023836786455875423160779564438217271757651373250307733617830660567954572,15266.681479000003,115597.15668,0.01,0.011,0.05,0.001,True,0.011,0.01,0.0009999999999999992,19.44569,234.44829000000001,333.4622,0.99,0.989,0.0010000000000000009,33012.7578,341286.2378,1748.34431,Over,0.011142,0.006576,0.023584,0.011,0.01,0.001,0.000544,-0.000402,-0.016968,0.025,0.0,234.45,,,,,,PASS,0
