minute,p_active,p_home_shot,p_away_shot,p_home_goal,p_away_goal,p_home_foul,p_away_foul,p_home_yellow,p_away_yellow,p_home_corner,p_away_corner,p_home_leading_after,p_draw_after,p_away_leading_after,expected_home_goals_after,expected_away_goals_after
1,1.0,0.12631777777777778,0.08433555555555555,0.013602222222222222,0.012091111111111112,0.12783111111111112,0.12392666666666667,0.00588,0.005588888888888889,0.05055111111111111,0.028784444444444446,0.013442222222222222,0.9746266666666666,0.011931111111111111,0.013602222222222222,0.012091111111111112
2,1.0,0.13779111111111111,0.09286666666666667,0.014511111111111112,0.013297777777777778,0.12674666666666667,0.12267777777777777,0.005197777777777778,0.005213333333333334,0.055015555555555554,0.032002222222222224,0.027168888888888888,0.9483688888888889,0.024462222222222222,0.028113333333333334,0.025388888888888888
3,1.0,0.13619555555555554,0.09290888888888889,0.014655555555555555,0.013337777777777778,0.1253711111111111,0.12123777777777778,0.007488888888888889,0.007228888888888889,0.05716,0.03322,0.04051777777777778,0.92288,0.036602222222222223,0.04276888888888889,0.038726666666666666
4,1.0,0.1389488888888889,0.09353555555555555,0.015533333333333333,0.013686666666666666,0.12600666666666666,0.12191111111111111,0.008595555555555556,0.00811111111111111,0.05990444444444445,0.03430222222222222,0.05390444444444444,0.8977866666666666,0.04830888888888889,0.05830222222222222,0.05241333333333333
5,1.0,0.14888222222222222,0.10031111111111111,0.01643111111111111,0.014308888888888888,0.12454666666666667,0.1213,0.009004444444444445,0.00884,0.06825555555555556,0.03873777777777778,0.0675,0.87246,0.06004,0.07473333333333333,0.06672222222222222
6,1.0,0.14993555555555554,0.10109777777777777,0.016484444444444444,0.01466,0.12509333333333333,0.1221,0.00978,0.009437777777777778,0.06798666666666667,0.03926222222222222,0.08046222222222223,0.8480466666666666,0.07149111111111112,0.09121777777777777,0.08138222222222222
7,1.0,0.15167777777777777,0.10227333333333333,0.017146666666666668,0.014786666666666667,0.12225777777777778,0.11785111111111111,0.011828888888888889,0.01146888888888889,0.06573111111111112,0.037333333333333336,0.09344444444444444,0.8241422222222222,0.08241333333333334,0.10836444444444444,0.09616888888888889
8,1.0,0.1576,0.10613333333333333,0.01765777777777778,0.015595555555555555,0.1230311111111111,0.1189888888888889,0.011944444444444445,0.011262222222222222,0.06816222222222222,0.03939111111111111,0.10615333333333334,0.80046,0.09338666666666667,0.12602222222222223,0.11176444444444444
9,1.0,0.15723555555555555,0.10578666666666667,0.01788,0.015542222222222223,0.11867333333333334,0.11484222222222222,0.014144444444444444,0.01368888888888889,0.07090666666666667,0.03999777777777778,0.11848222222222222,0.7777444444444445,0.10377333333333333,0.1439022222222222,0.12730666666666668
10,1.0,0.16272,0.11034444444444444,0.018333333333333333,0.016806666666666668,0.11410222222222222,0.11101111111111112,0.013291111111111111,0.013006666666666666,0.07319555555555556,0.0421,0.13032888888888888,0.7551266666666666,0.11454444444444445,0.16223555555555555,0.14411333333333334
11,1.0,0.16339555555555554,0.11065555555555555,0.018222222222222223,0.015873333333333333,0.11484888888888889,0.11054888888888889,0.01342888888888889,0.012755555555555555,0.07430666666666666,0.04325333333333333,0.14174444444444445,0.7340888888888889,0.12416666666666666,0.18045777777777777,0.15998666666666667
12,1.0,0.15877777777777777,0.10671333333333333,0.01764,0.015406666666666667,0.11653555555555556,0.11335777777777778,0.01547111111111111,0.014902222222222223,0.07262,0.04207333333333333,0.15228444444444444,0.7146933333333333,0.1330222222222222,0.1980977777777778,0.17539333333333335
13,1.0,0.16496666666666668,0.11126666666666667,0.01893111111111111,0.01638222222222222,0.11059333333333334,0.10768222222222222,0.01634,0.01609111111111111,0.07040666666666667,0.03983111111111111,0.1630088888888889,0.6950844444444444,0.14190666666666665,0.21702888888888888,0.19177555555555556
