minute,p_active,p_home_shot,p_away_shot,p_home_goal,p_away_goal,p_home_foul,p_away_foul,p_home_yellow,p_away_yellow,p_home_corner,p_away_corner,p_home_leading_after,p_draw_after,p_away_leading_after,expected_home_goals_after,expected_away_goals_after
67,1.0,0.16345666666666667,0.10999,0.014623333333333334,0.01349,0.12138666666666667,0.11793666666666666,0.018503333333333333,0.01819,0.06300333333333333,0.03607,0.3446,0.34902666666666665,0.30637333333333333,0.8980066666666666,0.8316833333333333
68,1.0,0.16688,0.11403666666666666,0.014663333333333334,0.013726666666666667,0.12123666666666667,0.11802666666666667,0.018853333333333333,0.018243333333333334,0.06292666666666667,0.036943333333333335,0.3460533333333333,0.34631666666666666,0.30763,0.91267,0.84541
69,1.0,0.17311666666666667,0.11722666666666667,0.01402,0.013703333333333333,0.11859,0.11554,0.018993333333333334,0.018146666666666665,0.06635333333333333,0.03856,0.34736,0.3435533333333333,0.3090866666666667,0.92669,0.8591133333333333
70,1.0,0.17071,0.11604666666666667,0.01462,0.01367,0.11761,0.11448,0.017173333333333332,0.01687666666666667,0.07,0.04033,0.3486166666666667,0.34134333333333333,0.31004,0.94131,0.8727833333333334
71,1.0,0.16867333333333334,0.11601666666666667,0.014643333333333333,0.01422,0.11495333333333334,0.11265666666666667,0.015763333333333334,0.015363333333333333,0.072,0.0416,0.34967333333333334,0.33920333333333336,0.3111233333333333,0.9559533333333333,0.8870033333333334
72,1.0,0.16716,0.11414333333333333,0.014743333333333334,0.01379,0.11680666666666667,0.11383333333333333,0.014096666666666667,0.013796666666666667,0.07114,0.04159,0.35108666666666666,0.33693666666666666,0.3119766666666667,0.9706966666666667,0.9007933333333333
73,1.0,0.16759666666666667,0.11319666666666667,0.015323333333333333,0.014116666666666666,0.11328,0.11209333333333334,0.014976666666666666,0.015323333333333333,0.06480666666666667,0.036833333333333336,0.35234666666666664,0.3349533333333333,0.3127,0.98602,0.91491
74,1.0,0.15813,0.10591666666666667,0.014206666666666666,0.013076666666666667,0.11359333333333334,0.11084,0.017166666666666667,0.01696,0.06524,0.0383,0.3534466666666667,0.33331333333333335,0.31324,1.0002266666666666,0.9279866666666666
75,1.0,0.15563,0.10597666666666666,0.013733333333333334,0.012763333333333333,0.11727,0.11409333333333334,0.015943333333333334,0.015446666666666666,0.0703,0.04002,0.35439333333333334,0.33161666666666667,0.31399,1.01396,0.94075
76,1.0,0.15284,0.10324333333333334,0.013543333333333333,0.012546666666666666,0.11475333333333333,0.11192333333333333,0.01593,0.01617,0.06658666666666667,0.03963666666666667,0.3553866666666667,0.32987666666666665,0.31473666666666666,1.0275033333333334,0.9532966666666667
