fixture_id,home,away,event_slug,event_title,event_liquidity,event_volume,market_id,question,sports_market_type,group,contract,outcome_yes,outcome_no,token_yes,token_no,market_liquidity,market_volume,gamma_best_bid,gamma_best_ask,fee_rate,tick_size,yes_ask,yes_bid,yes_spread,yes_ask_depth_1c,yes_ask_depth_2c,yes_ask_depth_at_best,yes_bid_depth_1c,yes_bid_depth_2c,yes_bid_depth_at_best,no_ask,no_bid,no_spread,no_ask_depth_1c,no_ask_depth_2c,no_ask_depth_at_best,no_bid_depth_1c,no_bid_depth_2c,no_bid_depth_at_best
fifwc-fra-eng-2026-07-18,France,England,fifwc-fra-eng-2026-07-18,France vs. England,2324013.812,167464.70998200006,2941971,Will France win on 2026-07-18?,moneyline,main_90m,France win,Yes,No,27017352779469567119021515174282416893555366624071034758236558815968401338728,24700818764893371447983775874874488061572200819525844393509377284018768095208,1025627.8293,103844.6288000001,0.49,0.5,0.05,0.01,0.5,0.49,0.010000000000000009,660762.1676,716275.298,573243.74,176931.6694,200562.4845,79523.1094,0.51,0.5,0.010000000000000009,188294.89059999998,214942.4055,82768.9506,657330.0724,708572.9619999999,573243.74
fifwc-fra-eng-2026-07-18,France,England,fifwc-fra-eng-2026-07-18,France vs. England,2324013.812,167464.70998200006,2941972,Will France vs. England end in a draw?,moneyline,main_90m,Draw,Yes,No,85239138404163331579594125846576574312907099172264868553957025875753281044940,112547101819436418115775183743525115211037676921707460770609242558856503450400,788772.8988,12194.085494000003,0.25,0.26,0.05,0.01,0.26,0.25,0.010000000000000009,225711.1543,233268.9619,197621.437,49094.4506,57284.5942,7508.105,0.75,0.74,0.010000000000000009,154214.4094,181710.5858,22524.315,638435.7535,657942.1159,562489.4808
fifwc-fra-eng-2026-07-18,France,England,fifwc-fra-eng-2026-07-18,France vs. England,2324013.812,167464.70998200006,2941973,Will England win on 2026-07-18?,moneyline,main_90m,England win,Yes,No,104204269101315799616235020335758894730330540969530162829399554926283403684718,34385162543059510571975707768358382063196208867331187336985212373807572088934,484525.7609,52769.16535199998,0.26,0.27,0.05,0.01,0.27,0.26,0.010000000000000009,116372.5704,129037.085,90278.3232,41491.2651,68002.3971,4567.4226,0.74,0.73,0.010000000000000009,123771.1149,207647.0329,12999.587399999999,311185.32959999994,342120.55499999993,244085.83679999996
fifwc-fra-eng-2026-07-18,France,England,fifwc-fra-eng-2026-07-18-more-markets,France vs. England - More Markets,2580168.17763,155340.393187,2942101,Spread: France (-1.5),spreads,spread,France (-1.5),France,England,107315532298789701436237363960672430085793514173994076548684716531610645605062,45930495139847278152934131136324997363117779649024847111322222331312813758735,129045.4406,7955.782017000003,0.28,0.29,0.05,0.01,0.29,0.28,0.009999999999999953,4623.3759,11545.524,1820.1009,2480.3907000000004,6566.7613,1268.6604000000002,0.72,0.71,0.010000000000000009,6538.4293,18168.8687,3262.2696,10997.0841,26404.445999999996,4456.1091
fifwc-fra-eng-2026-07-18,France,England,fifwc-fra-eng-2026-07-18-more-markets,France vs. England - More Markets,2580168.17763,155340.393187,2942102,Spread: England (-1.5),spreads,spread,England (-1.5),England,France,59081023737975607500628528400166797136144717449042303459139811438678429594435,99901836617520718258160716567558126987507829345477748705868933930827338302389,91859.2996,1016.196665,0.11,0.12,0.05,0.01,0.12,0.11,0.009999999999999995,1582.2168000000001,2368.9972,801.4835999999999,722.4906000000001,1327.9962,60.9356,0.89,0.88,0.010000000000000009,6447.0194,12569.3538,493.0244,11102.4532,15935.5328,5877.5464
fifwc-fra-eng-2026-07-18,France,England,fifwc-fra-eng-2026-07-18-more-markets,France vs. England - More Markets,2580168.17763,155340.393187,2942103,Spread: France (-2.5),spreads,spread,France (-2.5),France,England,93539866195124165694729688965730248046184193746602191832197809660776251335744,4110944043952185402670353611530369910123429462051198103756625151142374961601,84476.8008,614.4890730000001,0.12,0.14,0.05,0.01,0.14,0.12,0.020000000000000018,1273.9724,1521.9180000000001,615.0074000000001,857.4909,1050.3609,374.92199999999997,0.88,0.86,0.020000000000000018,6653.849099999999,8389.6791,2749.428,7512.0376,8813.752,3777.9026
fifwc-fra-eng-2026-07-18,France,England,fifwc-fra-eng-2026-07-18-more-markets,France vs. England - More Markets,2580168.17763,155340.393187,2942104,Spread: England (-2.5),spreads,spread,England (-2.5),England,France,107356637311190267360783850642751181429643542425881821170401275479962938083788,55935298681955775296732900074490808079328769995256102977083593930399895110771,79910.8899,3449.605966,0.043,0.046,0.05,0.001,0.046,0.043,0.0030000000000000027,446.59209999999996,545.65879,201.5513,331.42370999999997,376.27535,19.860409999999998,0.957,0.954,0.0030000000000000027,8544.61629,9990.424649999999,442.00959,8995.0779,10511.11121,4179.9987
fifwc-fra-eng-2026-07-18,France,England,fifwc-fra-eng-2026-07-18-more-markets,France vs. England - More Markets,2580168.17763,155340.393187,2942105,Spread: France (-3.5),spreads,spread,France (-3.5),France,England,30524596259337981680587728552664553209709035817148238328444855292983132704753,12386495218367275181874695555531833907696459056042848951693399856367821752395,95636.31092,3643.375,0.045,0.05,0.05,0.001,0.05,0.045,0.0050000000000000044,306.62391,306.62391,116.16050000000001,197.134,198.664,83.15055,0.955,0.95,0.0050000000000000044,4421.976,4465.446,1764.63945,5646.78609,5646.78609,2207.0495
fifwc-fra-eng-2026-07-18,France,England,fifwc-fra-eng-2026-07-18-more-markets,France vs. England - More Markets,2580168.17763,155340.393187,2942106,Spread: England (-3.5),spreads,spread,England (-3.5),England,France,109806483494935630291934132465846911927555746621302847455697136067770036217238,51997224566828875083197896629043134496740294018910226882849480957145518270977,77361.01609,5,0.012,0.016,0.05,0.001,0.016,0.012,0.004,52.75678,52.75678,8.63472,20.52602,26.55502,4.78692,0.988,0.984,0.0040000000000000036,2092.29398,8115.26498,394.12308,3050.5832199999995,3050.5832199999995,531.03528
fifwc-fra-eng-2026-07-18,France,England,fifwc-fra-eng-2026-07-18-more-markets,France vs. England - More Markets,2580168.17763,155340.393187,2942107,Spread: France (-4.5),spreads,spread,France (-4.5),France,England,85267834267532893381510494854489910146537723937553185091933756740287328487141,43139594823871088966056390711790956497528805465981182476579695643178411232867,75383.3447,50.5555,0.01,0.09,0.05,0.01,0.09,0.01,0.08,5.5,5.5,4.5,3.4944,3.4944,3.4944,0.99,0.91,0.07999999999999996,345.9456,345.9456,345.9456,54.5,54.5,45.5
