fixture_id,event_slug,event_title,market_id,sports_market_type,group_item_title,question,outcome_0,outcome_1,token_0,token_1,market_volume,market_liquidity,gamma_best_bid,gamma_best_ask,fee_rate,tick_size,accepting_orders,outcome_0_ask,outcome_0_bid,outcome_0_spread,outcome_0_ask_depth_best_usd,outcome_0_ask_depth_2c_usd,outcome_0_bid_depth_best_usd,outcome_1_ask,outcome_1_bid,outcome_1_spread,outcome_1_ask_depth_best_usd,outcome_1_ask_depth_2c_usd,outcome_1_bid_depth_best_usd,side,model_probability,scenario_p10,scenario_p90,ask,bid,spread,estimated_fee,central_net_edge,robust_edge,required_edge,max_entry,depth_2c_usd,external_validation_source,external_conflict_reason,decision,stake_per_10k
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2943705,soccer_player_goalkeeper_saves,Brice Samba: 5+ saves,Brice Samba: 5+ saves,Yes,No,6551304375398896690999282885374771373567188695895325825897915891048413470418,102406726678593717639284999169743677080529794379116954514729767177473864630147,0,4.5,0.02,0.98,0.05,0.01,True,0.98,0.02,0.96,4.9,217.75,0.1,0.98,0.02,0.96,4.9,217.75,0.1,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2943706,soccer_player_goalkeeper_saves,Jordan Pickford: 2+ saves,Jordan Pickford: 2+ saves,Yes,No,27597930125218543988908978855024722916866759394769641722353689326181096031468,6655948019428412795641236036433485742724996333821441594490744754054899212589,0,4.5,0.02,0.98,0.05,0.01,True,0.98,0.02,0.96,4.9,217.75,0.1,0.98,0.02,0.96,4.9,217.75,0.1,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2943707,soccer_player_goalkeeper_saves,Jordan Pickford: 3+ saves,Jordan Pickford: 3+ saves,Yes,No,80482073614570993419314669693583038663861201582717221613260557384525792779649,56321152914275988016773101355755209914229189979879917124834771431844071320671,0,4.5,0.02,0.98,0.05,0.01,True,0.98,0.02,0.96,4.9,217.75,0.1,0.98,0.02,0.96,4.9,217.75,0.1,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2943708,soccer_player_goalkeeper_saves,Jordan Pickford: 4+ saves,Jordan Pickford: 4+ saves,Yes,No,52675276782640070783519534781341050487055271132036606028851178656061450699244,40282337330215973006950446535045145940716964811559272002510729869643074127975,0,4.5,0.02,0.98,0.05,0.01,True,0.98,0.02,0.96,4.9,217.75,0.1,0.98,0.02,0.96,4.9,217.75,0.1,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2943710,soccer_player_goalkeeper_saves,Jordan Pickford: 5+ saves,Jordan Pickford: 5+ saves,Yes,No,40002197637028842111347672702703550254816093679014376413263930406261679350623,57140502568349392325956068740822723516903115247977016255006303424258713833720,0,4.5,0.02,0.98,0.05,0.01,True,0.98,0.02,0.96,4.9,217.75,0.1,0.98,0.02,0.96,4.9,217.75,0.1,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944243,soccer_player_goals,Adrien Rabiot: 1+ goals,Adrien Rabiot: 1+ goals,Yes,No,78246975446826739918229031201704545008469578270555743284584488438260725261587,40019084462509325560561692069107705906113123902973391607382351474115479016460,0,5.2003,0.01,0.69,0.05,0.01,True,0.69,0.01,0.6799999999999999,11.129699999999998,11.129699999999998,0.1,0.99,0.31,0.6799999999999999,9.9,9.9,5.000299999999999,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944244,soccer_player_goals,Adrien Rabiot: 2+ goals,Adrien Rabiot: 2+ goals,Yes,No,2838196602495364036514704461237905080016104715738792015434007498013810830700,80286289980297304627264101185926742792288566219032328207184945794813337989893,0,5.3984,0.02,0.56,0.05,0.01,True,0.56,0.02,0.54,6.3616,6.3616,0.1,0.98,0.44,0.54,4.9,14.8,4.9984,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944245,soccer_player_goals,Anthony Gordon: 1+ goals,Anthony Gordon: 1+ goals,Yes,No,112841431692269007526313813445409902132284021879393041384929872271528081308672,88186527064120752351504198302367437105939196668738111502910515967374655058262,0,0,0,1,0.05,0.01,False,0.75,0.02,0.73,15.0,15.0,0.1,0.98,0.25,0.73,4.9,14.8,5.0,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944246,soccer_player_goals,Anthony Gordon: 2+ goals,Anthony Gordon: 2+ goals,Yes,No,57110125631564965470224717982372606903225150608273805075298454677629436668702,34286390230826291657020171336550950562050346380660258468626098550309826605003,0,5.4009,0.02,0.57,0.05,0.01,True,0.57,0.02,0.5499999999999999,6.6291,6.6291,0.1,0.98,0.43,0.55,4.9,14.8,5.000900000000001,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944247,soccer_player_goals,Aurélien Tchouameni: 1+ goals,Aurélien Tchouameni: 1+ goals,Yes,No,93601533437863886610988184047141121259645410169150524427135991859154796273047,55359425234404890880973630001088235733709488997679450697301315432028100915307,0,5.3004,0.02,0.64,0.05,0.01,True,0.64,0.02,0.62,8.8896,8.8896,0.1,0.98,0.36,0.62,4.9,9.850000000000001,5.0004,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944248,soccer_player_goals,Aurélien Tchouameni: 2+ goals,Aurélien Tchouameni: 2+ goals,Yes,No,109750152826239155271320793809174858967705946458639894440556871455304560718976,32500650905460942352993876673363182591774810811946300017193777812492642255002,0,5.3984,0.02,0.56,0.05,0.01,True,0.56,0.02,0.54,6.3616,6.3616,0.1,0.98,0.44,0.54,4.9,14.8,4.9984,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944249,soccer_player_goals,Bradley Barcola: 1+ goals,Bradley Barcola: 1+ goals,Yes,No,25591879838365978386633555140251472499890652679080294754525820703688061964815,5608163396462515818468870877941359143294865251509853305543021147646738619793,0,5.2004,0.01,0.82,0.05,0.01,True,0.82,0.01,0.8099999999999999,22.7796,22.7796,0.1,0.99,0.18,0.81,9.9,9.9,5.0004,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944250,soccer_player_goals,Bradley Barcola: 2+ goals,Bradley Barcola: 2+ goals,Yes,No,66414944939877517414056370136418005790411818073400654538150755854273443516589,14855735003144669940127502066367212803333306582441196778525563501062457224000,0,5.4,0.02,0.6,0.05,0.01,True,0.6,0.02,0.58,7.5,7.5,0.1,0.98,0.4,0.58,4.9,14.8,5.0,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944251,soccer_player_goals,Bradley Barcola: 3+ goals,Bradley Barcola: 3+ goals,Yes,No,2579846865105299944475074461585435134868360607818584866660944476130075516168,64723054489648665452021891033174313545506044063178917719950017675684995562735,0,5.1984,0.01,0.56,0.05,0.01,True,0.56,0.01,0.55,6.3616,6.3616,0.1,0.99,0.44,0.55,9.9,9.9,4.9984,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944252,soccer_player_goals,Bukayo Saka: 1+ goals,Bukayo Saka: 1+ goals,Yes,No,92753858325235969039882261190311808975135130964327663263068108750029575292861,66508186626477857786381759135061203530473029874975851474551590640091672200268,0,5.3998,0.02,0.74,0.05,0.01,True,0.74,0.02,0.72,14.2302,14.2302,0.1,0.98,0.26,0.72,4.9,14.8,4.9998000000000005,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944253,soccer_player_goals,Bukayo Saka: 2+ goals,Bukayo Saka: 2+ goals,Yes,No,4323275065243379306064438995852098538524413388207985259915329521002925747220,52143215467893616663678585837401404611297570001792842249201883782502306424926,0,5.2009,0.01,0.57,0.05,0.01,True,0.57,0.01,0.5599999999999999,6.6291,6.6291,0.1,0.99,0.43,0.56,9.9,9.9,5.000900000000001,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944254,soccer_player_goals,Declan Rice: 1+ goals,Declan Rice: 1+ goals,Yes,No,50163463492119764444834199840498556953957105931978421474450960432511756537263,40206088341345387770380288994672451406241064696159161798941488548544700871363,0,5.4015,0.02,0.65,0.05,0.01,True,0.65,0.02,0.63,9.288499999999999,9.288499999999999,0.1,0.98,0.35,0.63,4.9,14.8,5.001499999999999,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944255,soccer_player_goals,Declan Rice: 2+ goals,Declan Rice: 2+ goals,Yes,No,89910094184981658024055170916607156355141033187717131116072564200310523999321,80984810259533183600518138491407365756327073615643732476791697499167947877213,0,5.1984,0.01,0.56,0.05,0.01,True,0.56,0.01,0.55,6.3616,6.3616,0.1,0.99,0.44,0.55,9.9,9.9,4.9984,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944256,soccer_player_goals,Désiré Doué: 1+ goals,Désiré Doué: 1+ goals,Yes,No,87307384308114772520551409825358582091224651866880984016831502100720058252853,93716713245175888435961317019963500427542711839404618707659600475092192857188,0,5.4004,0.02,0.82,0.05,0.01,True,0.82,0.02,0.7999999999999999,22.7796,22.7796,0.1,0.98,0.18,0.8,4.9,14.8,5.0004,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944257,soccer_player_goals,Désiré Doué: 2+ goals,Désiré Doué: 2+ goals,Yes,No,64963973945905547026904343316748965047213165454457883918522106677871709980376,70322024837468872232130735093829597445043259204492215286482615901167753726879,0,5.402,0.02,0.59,0.05,0.01,True,0.59,0.02,0.57,7.1979999999999995,7.1979999999999995,0.1,0.98,0.41,0.5700000000000001,4.9,14.8,5.002,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944258,soccer_player_goals,Désiré Doué: 3+ goals,Désiré Doué: 3+ goals,Yes,No,93958707606844897019378988070360287006653728121402402856067105415107521607122,72674879399919852100673141276235617843332805472788325244325690374250108221656,0,5.1984,0.01,0.56,0.05,0.01,True,0.56,0.01,0.55,6.3616,6.3616,0.1,0.99,0.44,0.55,9.9,9.9,4.9984,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944259,soccer_player_goals,Eberechi Eze: 1+ goals,Eberechi Eze: 1+ goals,Yes,No,31273332930094748761440476290457150887596347804475185673920303989796692432863,84927210828896411808906859041638594231973967873253910336872895902926863659534,0,5.4004,0.02,0.73,0.05,0.01,True,0.73,0.02,0.71,13.519599999999999,13.519599999999999,0.1,0.98,0.27,0.71,4.9,14.8,5.0004,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944260,soccer_player_goals,Eberechi Eze: 2+ goals,Eberechi Eze: 2+ goals,Yes,No,114563045373740919181743673700221050180564280881826919210645775295502357701110,53808161412013389260135640439182938914789309876443844614797267404768796909448,0,5.4009,0.02,0.57,0.05,0.01,True,0.57,0.02,0.5499999999999999,6.6291,6.6291,0.1,0.98,0.43,0.55,4.9,14.8,5.000900000000001,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944261,soccer_player_goals,Elliot Anderson: 1+ goals,Elliot Anderson: 1+ goals,Yes,No,10425093312927089525795775037671773705014907305551352677325012909604390194176,106510378158717753786165856677879973162476268946857066515878747871497848334476,0,5.3987,0.02,0.63,0.05,0.01,True,0.63,0.02,0.61,8.5113,8.5113,0.1,0.98,0.37,0.61,4.9,14.8,4.9986999999999995,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944262,soccer_player_goals,Elliot Anderson: 2+ goals,Elliot Anderson: 2+ goals,Yes,No,30304410919255871745295508002177957176387083520711017694524536889737240210827,6368880269652548143240184310395352707822738738719738004010498207014444662812,0,5.3984,0.02,0.56,0.05,0.01,True,0.56,0.02,0.54,6.3616,6.3616,0.1,0.98,0.44,0.54,4.9,14.8,4.9984,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944263,soccer_player_goals,Harry Kane: 1+ goals,Harry Kane: 1+ goals,Yes,No,98734903948202659349349835383603113837297807912860270561914889787112393919863,101991842106596596647372699580965272537426226390917607788797245330416514300282,0,5.2,0.01,0.98,0.05,0.01,True,0.98,0.01,0.97,245.0,254.9,0.1,0.99,0.02,0.97,9.9,9.9,5.0,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944264,soccer_player_goals,Harry Kane: 2+ goals,Harry Kane: 2+ goals,Yes,No,39579191868312858211028586962271273255001809170335855502492675252708096673200,50043940695795544853185274656817930582673495913381480129584447019402893562553,0,5.3995,0.02,0.67,0.05,0.01,True,0.67,0.02,0.65,10.150500000000001,10.150500000000001,0.1,0.98,0.33,0.6499999999999999,4.9,14.8,4.9995,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944265,soccer_player_goals,Harry Kane: 3+ goals,Harry Kane: 3+ goals,Yes,No,88316139213565322790969337024527983225812825851144741528901611931831242009310,90129450670136802361067886175802074616959413433969203800987667363814885107013,0,515.398,0.02,0.48,0.05,0.01,True,0.46,0.02,0.44,229.99540000000002,511.9954,0.1,0.9,0.54,0.36,2700.0,2700.0,269.99460000000005,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944266,soccer_player_goals,Jude Bellingham: 1+ goals,Jude Bellingham: 1+ goals,Yes,No,112140867761322125606229457605269107897955996277411119407442247052507418878304,85050695754837595785987356833699261950574451330305178017154274767632482512041,0,5.4004,0.02,0.82,0.05,0.01,True,0.82,0.03,0.7899999999999999,22.7796,22.7796,3.0,0.97,0.18,0.79,97.0,926.3,5.0004,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944267,soccer_player_goals,Jude Bellingham: 2+ goals,Jude Bellingham: 2+ goals,Yes,No,108336678373772877716266168173346506691568666369618465479248383324804814289458,22433970888144091861806614841688341048036377959627633342016275481637138925725,0,5.402,0.02,0.59,0.05,0.01,True,0.59,0.02,0.57,7.1979999999999995,7.1979999999999995,0.1,0.98,0.41,0.5700000000000001,4.9,14.8,5.002,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944268,soccer_player_goals,Jude Bellingham: 3+ goals,Jude Bellingham: 3+ goals,Yes,No,18831783878130870019004479421765343586973352113050667177780624358286028605613,28923709882267778017024964813305136829730438445330621593178979907934458845991,0,5.3984,0.02,0.56,0.05,0.01,True,0.56,0.02,0.54,6.3616,6.3616,0.1,0.98,0.44,0.54,4.9,14.8,4.9984,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944269,soccer_player_goals,Kylian Mbappé: 1+ goals,Kylian Mbappé: 1+ goals,Yes,No,31654371096414827887768574433220955887581573596185164519249618005370659612055,109451444958177331074259534434382493672409611314151014488561467156603753366747,0,5.4,0.02,0.98,0.05,0.01,True,0.6,0.1,0.5,600.0,600.0,300.0,0.9,0.02,0.88,2700.0,2700.0,0.1,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944270,soccer_player_goals,Kylian Mbappé: 2+ goals,Kylian Mbappé: 2+ goals,Yes,No,109628990302965992082997875216420207001432619423185080374659461988558309251930,106277931573049045099088950337161942391812672149438893428246897323100009233524,0,8.4,0.03,0.75,0.05,0.01,True,0.75,0.03,0.72,15.0,15.0,6.0,0.97,0.25,0.72,194.0,1023.3,5.0,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944271,soccer_player_goals,Kylian Mbappé: 3+ goals,Kylian Mbappé: 3+ goals,Yes,No,58317072795050731784998932920735446950849353270152408892281741086145970148954,5855501224083578493784222420600629215104686286603131024947967986696133422437,0,5.3998,0.02,0.61,0.05,0.01,True,0.61,0.02,0.59,7.8202,7.8202,0.1,0.98,0.39,0.59,4.9,14.8,4.9998000000000005,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944272,soccer_player_goals,Manu Koné: 1+ goals,Manu Koné: 1+ goals,Yes,No,83273436294324491407782772240542700548244670910154605225765604677158172996796,9236347194266311038852179961670574458208373092352243795080965130100216283519,0,5.4015,0.02,0.65,0.05,0.01,True,0.65,0.02,0.63,9.288499999999999,9.288499999999999,0.1,0.98,0.35,0.63,4.9,14.8,5.001499999999999,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944273,soccer_player_goals,Manu Koné: 2+ goals,Manu Koné: 2+ goals,Yes,No,38628900663940076143544940450518714606155935279594270231051128201474777937876,3916344432611955492834169831109282103867634715358324432306040146892886830112,0,5.3984,0.02,0.56,0.05,0.01,True,0.56,0.02,0.54,6.3616,6.3616,0.1,0.98,0.44,0.54,4.9,14.8,4.9984,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944274,soccer_player_goals,Marcus Rashford: 1+ goals,Marcus Rashford: 1+ goals,Yes,No,68874874700697335344093945395081393070976573343907035145149385753401439586107,26722556144111595979247443527588973583479375393114054635166509844503595782926,0,5.3992,0.02,0.76,0.05,0.01,True,0.76,0.02,0.74,15.830799999999998,15.830799999999998,0.1,0.98,0.25,0.73,4.9,14.8,12.5,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944275,soccer_player_goals,Marcus Rashford: 2+ goals,Marcus Rashford: 2+ goals,Yes,No,15918105645360639269043819175369223215354990761173246101565695500812954115336,47695343283952045077434521575645658623376275882251837407160896372295353649342,0,5.398,0.02,0.58,0.05,0.01,True,0.58,0.02,0.5599999999999999,6.902,6.902,0.1,0.98,0.42,0.56,4.9,14.8,4.998,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944276,soccer_player_goals,Marcus Rashford: 3+ goals,Marcus Rashford: 3+ goals,Yes,No,41560203150913844273317677179082976444022159608025245609717739371939723667682,73468774804187049126937426714678652309438519197453420106502091424193294038819,0,5.3995,0.02,0.55,0.05,0.01,True,0.55,0.02,0.53,6.1105,6.1105,0.1,0.98,0.45,0.53,4.9,14.8,4.9995,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944277,soccer_player_goals,Michael Olise: 1+ goals,Michael Olise: 1+ goals,Yes,No,26878854491819423933443304952262106314199001087209730191547125172441511015961,70863268007854542161492175021271286522363845688301604898584052865238264427785,0,5.4004,0.02,0.82,0.05,0.01,True,0.82,0.02,0.7999999999999999,22.7796,22.7796,0.1,0.98,0.18,0.8,4.9,14.8,5.0004,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944278,soccer_player_goals,Michael Olise: 2+ goals,Michael Olise: 2+ goals,Yes,No,58327804698245476120570569743081595975509879055865540937239938090752577398724,1447772970243588669947043564906717148820672570309816018742223938329204755884,0,5.4,0.02,0.6,0.05,0.01,True,0.6,0.02,0.58,7.5,7.5,0.1,0.98,0.4,0.58,4.9,14.8,5.0,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944279,soccer_player_goals,Michael Olise: 3+ goals,Michael Olise: 3+ goals,Yes,No,107404835557161086293499789427783119662494843764337746992701907876927808445804,19094725100404969494683990844429569915281370835226454803353817719607573855950,0,5.1984,0.01,0.56,0.05,0.01,True,0.56,0.01,0.55,6.3616,6.3616,0.1,0.99,0.44,0.55,9.9,9.9,4.9984,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944280,soccer_player_goals,Morgan Rogers: 1+ goals,Morgan Rogers: 1+ goals,Yes,No,6176414568777973027698177124076584903368973100779746827630906494071182936534,67454724747058531783079770290122272124306182440321665250439761429191505600596,0,5.4004,0.02,0.73,0.05,0.01,True,0.73,0.02,0.71,13.519599999999999,13.519599999999999,0.1,0.98,0.27,0.71,4.9,14.8,5.0004,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944281,soccer_player_goals,Morgan Rogers: 2+ goals,Morgan Rogers: 2+ goals,Yes,No,37542278029242474639542856721477590315593235781478436036634009156752212906627,79239160330149821839869048521067019470332261678512325854719240723239304697121,0,5.3009,0.02,0.57,0.05,0.01,True,0.57,0.02,0.5499999999999999,6.6291,6.6291,0.1,0.98,0.43,0.55,4.9,9.850000000000001,5.000900000000001,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944282,soccer_player_goals,Noni Madueke: 1+ goals,Noni Madueke: 1+ goals,Yes,No,83408933824121793511462705079860291843072963237503659460228601656687523210039,91537983512845218974444848615211837515650251818458096876112909004805547212112,0,5.4004,0.02,0.73,0.05,0.01,True,0.73,0.02,0.71,13.519599999999999,13.519599999999999,0.1,0.98,0.27,0.71,4.9,14.8,5.0004,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944283,soccer_player_goals,Noni Madueke: 2+ goals,Noni Madueke: 2+ goals,Yes,No,81505823444018886686224854216715463081617373693269733333625389092536572294509,85325635879730923726640930386636382628605158665655772449979846736343837004832,0,5.2009,0.01,0.57,0.05,0.01,True,0.57,0.01,0.5599999999999999,6.6291,6.6291,0.1,0.99,0.43,0.56,9.9,9.9,5.000900000000001,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944284,soccer_player_goals,Ousmane Dembélé: 1+ goals,Ousmane Dembélé: 1+ goals,Yes,No,9520072624612400024519235400505163210842520660949262188918688273298318615472,72488833025429902812685826868323553633496082109315917355128168813236031568990,0,5.1995,0.01,0.89,0.05,0.01,True,0.89,0.01,0.88,40.450500000000005,40.450500000000005,0.1,0.99,0.11,0.88,9.9,9.9,4.9995,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944285,soccer_player_goals,Ousmane Dembélé: 2+ goals,Ousmane Dembélé: 2+ goals,Yes,No,8593191847998313389720344454914018288189549016627608218408562927219420263356,86817201706380739554520573742407094598294212695833109167163575660797577840442,0,5.4008,0.02,0.62,0.05,0.01,True,0.62,0.02,0.6,8.1592,8.1592,0.1,0.98,0.38,0.6,4.9,14.8,5.0008,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
fifwc-fra-eng-2026-07-18,fifwc-fra-eng-2026-07-18-player-props,France vs. England - Player Props,2944286,soccer_player_goals,Ousmane Dembélé: 3+ goals,Ousmane Dembélé: 3+ goals,Yes,No,14219033746217092930050794002212942803118260702456825706598199768986367958402,72990010060142078584859418486891574438291473651121082377632776574988824444575,0,5.3984,0.02,0.56,0.05,0.01,True,0.56,0.02,0.54,6.3616,6.3616,0.1,0.98,0.44,0.54,4.9,14.8,4.9984,,,,,,,,,,,,,,,,UNSUPPORTED_OR_LINEUP_FILTER,0
